sentiment	workerid	tweetid	tweet
neutral	A2MIB5EPM59BA5	8792	Netzgeflüster:  Das war's - HAZ ~http 
neutral	AUW4KIZ6BQ496	8792	Netzgeflüster:  Das war's - HAZ ~http 
neutral	A4ARZZW7QI98E	8792	Netzgeflüster:  Das war's - HAZ ~http 
neutral	A2DBE2ZBGL1FA1	18247	Nettes Tool für #Socialmedia - über welche Plattform erreiche ich welchen Kunden? ~http 
positive	ASSHYQ3BXRWBL	18247	Nettes Tool für #Socialmedia - über welche Plattform erreiche ich welchen Kunden? ~http 
neutral	AUW4KIZ6BQ496	18247	Nettes Tool für #Socialmedia - über welche Plattform erreiche ich welchen Kunden? ~http 
negative	A2DBE2ZBGL1FA1	30772	Neinnnn bitte nicht...~http 
negative	AUW4KIZ6BQ496	30772	Neinnnn bitte nicht...~http 
negative	A4ARZZW7QI98E	30772	Neinnnn bitte nicht...~http 
neutral	A4ARZZW7QI98E	23991	Nein Mann; ich will noch nicht gehn'; ich will noch 'nen bisschen tanzen!
na	A3QQ949RKK5K1W	23991	Nein Mann; ich will noch nicht gehn'; ich will noch 'nen bisschen tanzen!
neutral	AUW4KIZ6BQ496	23991	Nein Mann; ich will noch nicht gehn'; ich will noch 'nen bisschen tanzen!
na	A4ARZZW7QI98E	102	neidhardt frühstücken gehen...  wird lustig wenn julian ma aufsteht!!
na	A2MIB5EPM59BA5	102	neidhardt frühstücken gehen...  wird lustig wenn julian ma aufsteht!!
na	A3Q730ODZOHYZE	102	neidhardt frühstücken gehen...  wird lustig wenn julian ma aufsteht!!
positive	A3QQ949RKK5K1W	35333	neben rtl für die schwiegertöchter möchte ich auch manchmal rtl2 für frauentausch danken... DANKE!
positive	A4ARZZW7QI98E	35333	neben rtl für die schwiegertöchter möchte ich auch manchmal rtl2 für frauentausch danken... DANKE!
neutral	A3Q730ODZOHYZE	35333	neben rtl für die schwiegertöchter möchte ich auch manchmal rtl2 für frauentausch danken... DANKE!
positive	A2DBE2ZBGL1FA1	12451	Ne Stunde schlafen; dann nen guten EIndruck machen &amp; dann in die Stadt! :D
positive	A4ARZZW7QI98E	12451	Ne Stunde schlafen; dann nen guten EIndruck machen &amp; dann in die Stadt! :D
neutral	AUW4KIZ6BQ496	12451	Ne Stunde schlafen; dann nen guten EIndruck machen &amp; dann in die Stadt! :D
neutral	A4ARZZW7QI98E	184637	Nächstes mal werde ich Microsoft Sam "Nooo" sagen lassen und daraufhin dem Patienten sagen: "Computer sagt nein..."
neutral	A3TATG8PRPG5LQ	184637	Nächstes mal werde ich Microsoft Sam "Nooo" sagen lassen und daraufhin dem Patienten sagen: "Computer sagt nein..."
neutral	AUW4KIZ6BQ496	184637	Nächstes mal werde ich Microsoft Sam "Nooo" sagen lassen und daraufhin dem Patienten sagen: "Computer sagt nein..."
positive	A4ARZZW7QI98E	34464	nächstes jahr schicken wir mannymark und die atzen da hin dann kommt mal etwas krassere stimmung auf :D   #ardesc   #esc
neutral	AUW4KIZ6BQ496	34464	nächstes jahr schicken wir mannymark und die atzen da hin dann kommt mal etwas krassere stimmung auf :D   #ardesc   #esc
positive	A3Q730ODZOHYZE	34464	nächstes jahr schicken wir mannymark und die atzen da hin dann kommt mal etwas krassere stimmung auf :D   #ardesc   #esc
positive	A36L6AYK17QGSD	11683	Navigationen ausblenden im #PHPKIT 1.6.5 leicht gemacht. Mehr Infos: ~http 
neutral	AUW4KIZ6BQ496	11683	Navigationen ausblenden im #PHPKIT 1.6.5 leicht gemacht. Mehr Infos: ~http 
neutral	A4ARZZW7QI98E	11683	Navigationen ausblenden im #PHPKIT 1.6.5 leicht gemacht. Mehr Infos: ~http 
positive	A3Q730ODZOHYZE	664	Naja; wenn Gutenberg nicht mehr Doktor ist; ist es nur fair; dass ich jetzt Bachelor bin; oder?
positive	A4ARZZW7QI98E	664	Naja; wenn Gutenberg nicht mehr Doktor ist; ist es nur fair; dass ich jetzt Bachelor bin; oder?
neutral	AUW4KIZ6BQ496	664	Naja; wenn Gutenberg nicht mehr Doktor ist; ist es nur fair; dass ich jetzt Bachelor bin; oder?
positive	AUW4KIZ6BQ496	1808	Naja.. Ich glaube Heute ist wieder mein "OH SEBASTIAN!"- tag. @user  OOOOH SEBASTIAN! &lt;3 *O*
neutral	A3Q730ODZOHYZE	1808	Naja.. Ich glaube Heute ist wieder mein "OH SEBASTIAN!"- tag. @user  OOOOH SEBASTIAN! &lt;3 *O*
neutral	A2MIB5EPM59BA5	1808	Naja.. Ich glaube Heute ist wieder mein "OH SEBASTIAN!"- tag. @user  OOOOH SEBASTIAN! &lt;3 *O*
negative	AUW4KIZ6BQ496	14059	Nacht durchmachen; weil ich eben angefangen habe einen 5-seitigen Bericht zu schreiben; den ich morgen abgeben darf. Na das wird n Spaß -.-
negative	A3QQ949RKK5K1W	14059	Nacht durchmachen; weil ich eben angefangen habe einen 5-seitigen Bericht zu schreiben; den ich morgen abgeben darf. Na das wird n Spaß -.-
negative	A4ARZZW7QI98E	14059	Nacht durchmachen; weil ich eben angefangen habe einen 5-seitigen Bericht zu schreiben; den ich morgen abgeben darf. Na das wird n Spaß -.-
neutral	A4ARZZW7QI98E	42559	Nachrichten Krefeld Krefeld - Niers-Express: Fünf Wochen Ersatzverkehr mit Bussen ~http 
neutral	AUW4KIZ6BQ496	42559	Nachrichten Krefeld Krefeld - Niers-Express: Fünf Wochen Ersatzverkehr mit Bussen ~http 
neutral	AMVYAXSG8W4RE	42559	Nachrichten Krefeld Krefeld - Niers-Express: Fünf Wochen Ersatzverkehr mit Bussen ~http 
neutral	A3Q730ODZOHYZE	42551	Nachrichten Krefeld Krefeld - Königstraße: Stadt rudert zurück ~http 
neutral	AUW4KIZ6BQ496	42551	Nachrichten Krefeld Krefeld - Königstraße: Stadt rudert zurück ~http 
neutral	A4ARZZW7QI98E	42551	Nachrichten Krefeld Krefeld - Königstraße: Stadt rudert zurück ~http 
neutral	AUW4KIZ6BQ496	98859	Nachholbedarf beim E-Antrieb: Audi forscht in China - News - FOCUS Online ~http
neutral	A3Q730ODZOHYZE	98859	Nachholbedarf beim E-Antrieb: Audi forscht in China - News - FOCUS Online ~http
neutral	A4ARZZW7QI98E	98859	Nachholbedarf beim E-Antrieb: Audi forscht in China - News - FOCUS Online ~http
neutral	AOGQSPKVZ4OG2	11089	nacher nt fetzen und dann zurück gammeln
neutral	AUW4KIZ6BQ496	11089	nacher nt fetzen und dann zurück gammeln
neutral	AMVYAXSG8W4RE	11089	nacher nt fetzen und dann zurück gammeln
neutral	A4ARZZW7QI98E	31911	Nachdem es ja bei Gomez mit der Rechnung Gomez Avatar rein; Gomez Tore funkte; jetzt neuer Anlauf: Ama Avatar; Ama Tore; Klassenerhalt #SGE
neutral	AUW4KIZ6BQ496	31911	Nachdem es ja bei Gomez mit der Rechnung Gomez Avatar rein; Gomez Tore funkte; jetzt neuer Anlauf: Ama Avatar; Ama Tore; Klassenerhalt #SGE
positive	A3Q730ODZOHYZE	31911	Nachdem es ja bei Gomez mit der Rechnung Gomez Avatar rein; Gomez Tore funkte; jetzt neuer Anlauf: Ama Avatar; Ama Tore; Klassenerhalt #SGE
positive	A4ARZZW7QI98E	5171	Nachdem der Sommer am Sonntag ja wieder ein Sommer werden soll feiern wir heute Abend unseren elektronischen... ~http
positive	A3QQ949RKK5K1W	5171	Nachdem der Sommer am Sonntag ja wieder ein Sommer werden soll feiern wir heute Abend unseren elektronischen... ~http
neutral	AUW4KIZ6BQ496	5171	Nachdem der Sommer am Sonntag ja wieder ein Sommer werden soll feiern wir heute Abend unseren elektronischen... ~http
neutral	A4ARZZW7QI98E	148080	Nach Paris Hilton bekommt jetzt endlich auch die katholische Kirche eine eigene Sendung auf MTV: The Clerical Life
na	A3Q730ODZOHYZE	148080	Nach Paris Hilton bekommt jetzt endlich auch die katholische Kirche eine eigene Sendung auf MTV: The Clerical Life
negative	AMVYAXSG8W4RE	148080	Nach Paris Hilton bekommt jetzt endlich auch die katholische Kirche eine eigene Sendung auf MTV: The Clerical Life
neutral	AUW4KIZ6BQ496	46540	Nach der Erstellung des Charakters läuft das Intro; leider zwischendurch mit Aussetzern was den Sprecher betrifft und es fehlen Satzteile.
negative	AMVYAXSG8W4RE	46540	Nach der Erstellung des Charakters läuft das Intro; leider zwischendurch mit Aussetzern was den Sprecher betrifft und es fehlen Satzteile.
negative	A2MIB5EPM59BA5	46540	Nach der Erstellung des Charakters läuft das Intro; leider zwischendurch mit Aussetzern was den Sprecher betrifft und es fehlen Satzteile.
neutral	AUW4KIZ6BQ496	8472	Nach Daimler und Opel will auch Audi Brennstoffzelle ~http 
neutral	AMVYAXSG8W4RE	8472	Nach Daimler und Opel will auch Audi Brennstoffzelle ~http 
neutral	A3QQ949RKK5K1W	8472	Nach Daimler und Opel will auch Audi Brennstoffzelle ~http 
positive	A4ARZZW7QI98E	12540	Nach ADC Silber und Cannes Silber freuen wir uns über GOLD beim ADC Europe für die MB Sprinter-Bewerbung. ~http  ^JO
positive	A2DBE2ZBGL1FA1	12540	Nach ADC Silber und Cannes Silber freuen wir uns über GOLD beim ADC Europe für die MB Sprinter-Bewerbung. ~http  ^JO
positive	A3Q730ODZOHYZE	12540	Nach ADC Silber und Cannes Silber freuen wir uns über GOLD beim ADC Europe für die MB Sprinter-Bewerbung. ~http  ^JO
neutral	A2MIB5EPM59BA5	19727	Nabend Ladys ^^ und die wenigen Herren... die es gibt ^^
positive	A2DBE2ZBGL1FA1	19727	Nabend Ladys ^^ und die wenigen Herren... die es gibt ^^
positive	AUW4KIZ6BQ496	19727	Nabend Ladys ^^ und die wenigen Herren... die es gibt ^^
neutral	A4ARZZW7QI98E	126879	Na wer hat denn bei Sony die ganzen persönlichen Daten geklaut?Geohot? Wie gut das ich ne Wii hab.Alle mit Bankdaten kontroll.eure Auszüge!
na	A3QQ949RKK5K1W	126879	Na wer hat denn bei Sony die ganzen persönlichen Daten geklaut?Geohot? Wie gut das ich ne Wii hab.Alle mit Bankdaten kontroll.eure Auszüge!
neutral	AUW4KIZ6BQ496	126879	Na wer hat denn bei Sony die ganzen persönlichen Daten geklaut?Geohot? Wie gut das ich ne Wii hab.Alle mit Bankdaten kontroll.eure Auszüge!
negative	A4ARZZW7QI98E	39110	Na Toll! Jetzt ist mir das ganze noch auf den Kreislauf geschlagen. Damit lieg ich für heute Flach :-(
negative	A2DBE2ZBGL1FA1	39110	Na Toll! Jetzt ist mir das ganze noch auf den Kreislauf geschlagen. Damit lieg ich für heute Flach :-(
negative	AUW4KIZ6BQ496	39110	Na Toll! Jetzt ist mir das ganze noch auf den Kreislauf geschlagen. Damit lieg ich für heute Flach :-(
neutral	A4ARZZW7QI98E	31698	Na dann guck ich gleich mal beim Juwelier. Ist für eine Mini-Fernbedienung.
neutral	A3QQ949RKK5K1W	31698	Na dann guck ich gleich mal beim Juwelier. Ist für eine Mini-Fernbedienung.
neutral	AUW4KIZ6BQ496	31698	Na dann guck ich gleich mal beim Juwelier. Ist für eine Mini-Fernbedienung.
neutral	A3QQ949RKK5K1W	8167	Na bumm - Hitler nicht mehr Ehrenbürger in Amstetten: ~http 
neutral	AUW4KIZ6BQ496	8167	Na bumm - Hitler nicht mehr Ehrenbürger in Amstetten: ~http 
neutral	A4ARZZW7QI98E	8167	Na bumm - Hitler nicht mehr Ehrenbürger in Amstetten: ~http 
neutral	AUW4KIZ6BQ496	25316	Na bitte; geht doch! Ein wunderschönes Beispiel dafür; wie sich eine negative Botschaft positiv verkaufen lässt.  ~http 
positive	A2DBE2ZBGL1FA1	25316	Na bitte; geht doch! Ein wunderschönes Beispiel dafür; wie sich eine negative Botschaft positiv verkaufen lässt.  ~http 
positive	A4ARZZW7QI98E	25316	Na bitte; geht doch! Ein wunderschönes Beispiel dafür; wie sich eine negative Botschaft positiv verkaufen lässt.  ~http 
neutral	AUW4KIZ6BQ496	25025	My Bloody Valentine ist besser; als ich dachte: ~http 
positive	A4ARZZW7QI98E	25025	My Bloody Valentine ist besser; als ich dachte: ~http 
positive	A2DBE2ZBGL1FA1	25025	My Bloody Valentine ist besser; als ich dachte: ~http 
neutral	A3QQ949RKK5K1W	6953	Mutti beim Elternabend.
neutral	AUW4KIZ6BQ496	6953	Mutti beim Elternabend.
neutral	A4ARZZW7QI98E	6953	Mutti beim Elternabend.
negative	A4ARZZW7QI98E	14195	muss sich nun 2 Stunden mit so mittel Metalbands die Zeit bis Peter Fox vertreiben
neutral	AUW4KIZ6BQ496	14195	muss sich nun 2 Stunden mit so mittel Metalbands die Zeit bis Peter Fox vertreiben
negative	AMVYAXSG8W4RE	14195	muss sich nun 2 Stunden mit so mittel Metalbands die Zeit bis Peter Fox vertreiben
neutral	AUW4KIZ6BQ496	1487	Muss mal wieder ein Buch verkaufen; bitte helft mir. ~http
neutral	AMVYAXSG8W4RE	1487	Muss mal wieder ein Buch verkaufen; bitte helft mir. ~http
neutral	A4ARZZW7QI98E	1487	Muss mal wieder ein Buch verkaufen; bitte helft mir. ~http
positive	A4ARZZW7QI98E	11916	musik hören und gitarre spielen :)
positive	A3Q730ODZOHYZE	11916	musik hören und gitarre spielen :)
positive	AUW4KIZ6BQ496	11916	musik hören und gitarre spielen :)
neutral	AUW4KIZ6BQ496	46361	morgens um 8 in der neckarstadt mit viel glatteis einen 1;2 t schweren anhänger den bordstein hoch drücken? -- &gt; fail! haha ;)
positive	A2DBE2ZBGL1FA1	46361	morgens um 8 in der neckarstadt mit viel glatteis einen 1;2 t schweren anhänger den bordstein hoch drücken? -- &gt; fail! haha ;)
negative	A4ARZZW7QI98E	46361	morgens um 8 in der neckarstadt mit viel glatteis einen 1;2 t schweren anhänger den bordstein hoch drücken? -- &gt; fail! haha ;)
neutral	A4ARZZW7QI98E	16094	Morgen Welt ....
positive	A3Q730ODZOHYZE	16094	Morgen Welt ....
neutral	AMVYAXSG8W4RE	16094	Morgen Welt ....
neutral	A3S2JSF2QURI34	38248	morgen pulp ja oder nein? .grübel.
neutral	AUW4KIZ6BQ496	38248	morgen pulp ja oder nein? .grübel.
neutral	A4ARZZW7QI98E	38248	morgen pulp ja oder nein? .grübel.
neutral	AUW4KIZ6BQ496	99083	Morgen oder übermorgen bekomme ich den 32 Zoll Fernseher und ein Sony Heimkino System :)
positive	A2DBE2ZBGL1FA1	99083	Morgen oder übermorgen bekomme ich den 32 Zoll Fernseher und ein Sony Heimkino System :)
positive	A4ARZZW7QI98E	99083	Morgen oder übermorgen bekomme ich den 32 Zoll Fernseher und ein Sony Heimkino System :)
positive	A3Q730ODZOHYZE	14528	Morgen noch treffen mit Chef; dann WOCHENENDE; mein erster freier Samstag seit September....fein fein fein
neutral	AUW4KIZ6BQ496	14528	Morgen noch treffen mit Chef; dann WOCHENENDE; mein erster freier Samstag seit September....fein fein fein
positive	A4ARZZW7QI98E	14528	Morgen noch treffen mit Chef; dann WOCHENENDE; mein erster freier Samstag seit September....fein fein fein
positive	A3QQ949RKK5K1W	32071	Morgen nach der Arbeit zu Dodo (:
positive	A3Q730ODZOHYZE	32071	Morgen nach der Arbeit zu Dodo (:
positive	AUW4KIZ6BQ496	32071	Morgen nach der Arbeit zu Dodo (:
positive	A3Q730ODZOHYZE	32076	Morgen Lang Arbeiten Und Akustik-Gitarre Reparieren (;
neutral	A4ARZZW7QI98E	32076	Morgen Lang Arbeiten Und Akustik-Gitarre Reparieren (;
neutral	AUW4KIZ6BQ496	32076	Morgen Lang Arbeiten Und Akustik-Gitarre Reparieren (;
positive	A2DBE2ZBGL1FA1	13263	Morgen gehts vielleicht nach Hamburg :)
positive	A4ARZZW7QI98E	13263	Morgen gehts vielleicht nach Hamburg :)
positive	AUW4KIZ6BQ496	13263	Morgen gehts vielleicht nach Hamburg :)
neutral	A2IZMHVY3N2WN5	39172	Morgen beginnt mein erster Tag an der Fh :-) und so ziemlich meine letzte Woche bei meinem Arbeitgeber!
positive	A4ARZZW7QI98E	39172	Morgen beginnt mein erster Tag an der Fh :-) und so ziemlich meine letzte Woche bei meinem Arbeitgeber!
positive	A3QQ949RKK5K1W	39172	Morgen beginnt mein erster Tag an der Fh :-) und so ziemlich meine letzte Woche bei meinem Arbeitgeber!
positive	AFZLOOBF73ONL	19419	Morgen abend wieder Lehrgang...Und gleich ist Schnupfnase wieder zuhause&lt;3
negative	AMVYAXSG8W4RE	19419	Morgen abend wieder Lehrgang...Und gleich ist Schnupfnase wieder zuhause&lt;3
neutral	AUW4KIZ6BQ496	19419	Morgen abend wieder Lehrgang...Und gleich ist Schnupfnase wieder zuhause&lt;3
neutral	A4ARZZW7QI98E	24758	MORGEN !!! SAMSTAG !!! LUST N LOVE !!!! LIVE !!! ROADRUNNER'S ROCK & MOTOR CLUB !!! U-Bhf Senefelder PLatz !!! AB 11 g… ~http 
neutral	A3QQ949RKK5K1W	24758	MORGEN !!! SAMSTAG !!! LUST N LOVE !!!! LIVE !!! ROADRUNNER'S ROCK & MOTOR CLUB !!! U-Bhf Senefelder PLatz !!! AB 11 g… ~http 
neutral	A3Q730ODZOHYZE	24758	MORGEN !!! SAMSTAG !!! LUST N LOVE !!!! LIVE !!! ROADRUNNER'S ROCK & MOTOR CLUB !!! U-Bhf Senefelder PLatz !!! AB 11 g… ~http 
negative	A3Q730ODZOHYZE	26917	Moralesch gesinn si mir (de Westen) och net besser; wéi déi Leit; déi mir am "Kampf geint den Terror" als eis Feinde betruechten. #Osama
na	A4ARZZW7QI98E	26917	Moralesch gesinn si mir (de Westen) och net besser; wéi déi Leit; déi mir am "Kampf geint den Terror" als eis Feinde betruechten. #Osama
neutral	AUW4KIZ6BQ496	26917	Moralesch gesinn si mir (de Westen) och net besser; wéi déi Leit; déi mir am "Kampf geint den Terror" als eis Feinde betruechten. #Osama
positive	A3QQ949RKK5K1W	43164	Mom abholen :) (@ Oldenburg (Holst) Bahnhof) ~http
neutral	A4ARZZW7QI98E	43164	Mom abholen :) (@ Oldenburg (Holst) Bahnhof) ~http
positive	A3Q730ODZOHYZE	43164	Mom abholen :) (@ Oldenburg (Holst) Bahnhof) ~http
neutral	AUW4KIZ6BQ496	31051	Moin Moin heute ist bergfest. Noch 2 mal schlafen dann wird das wochenende eingeleutet
positive	A4ARZZW7QI98E	31051	Moin Moin heute ist bergfest. Noch 2 mal schlafen dann wird das wochenende eingeleutet
positive	A3QQ949RKK5K1W	31051	Moin Moin heute ist bergfest. Noch 2 mal schlafen dann wird das wochenende eingeleutet
neutral	A2DBE2ZBGL1FA1	23547	Modebewusst; Links; BMW.@~http  #Hohmann-Dennhardt: Eine rote Dame für #Daimler (von Lisa Nienhaus) ~http
neutral	A4ARZZW7QI98E	23547	Modebewusst; Links; BMW.@~http  #Hohmann-Dennhardt: Eine rote Dame für #Daimler (von Lisa Nienhaus) ~http
neutral	AUW4KIZ6BQ496	23547	Modebewusst; Links; BMW.@~http  #Hohmann-Dennhardt: Eine rote Dame für #Daimler (von Lisa Nienhaus) ~http
neutral	A4ARZZW7QI98E	17336	Mobbing &amp; Andreas Höhne; Berlin-Reinickendorf ~http 
neutral	A2DBE2ZBGL1FA1	17336	Mobbing &amp; Andreas Höhne; Berlin-Reinickendorf ~http 
neutral	AUW4KIZ6BQ496	17336	Mobbing &amp; Andreas Höhne; Berlin-Reinickendorf ~http 
negative	A4ARZZW7QI98E	7445	Mittwoch *-*
neutral	A3Q730ODZOHYZE	7445	Mittwoch *-*
neutral	AUW4KIZ6BQ496	7445	Mittwoch *-*
neutral	AUW4KIZ6BQ496	26199	Mit Pfeil im Gesicht??
neutral	A4ARZZW7QI98E	26199	Mit Pfeil im Gesicht??
neutral	A3QQ949RKK5K1W	26199	Mit Pfeil im Gesicht??
neutral	AUW4KIZ6BQ496	23147	Mit Interesse verfolgen wir die Vorgänge um den Erwerb der Ordensburg Liebstädt. Ein thüringisch-sächsisches Theaterstück ohne Gewinner ...
positive	A3Q730ODZOHYZE	23147	Mit Interesse verfolgen wir die Vorgänge um den Erwerb der Ordensburg Liebstädt. Ein thüringisch-sächsisches Theaterstück ohne Gewinner ...
neutral	A4ARZZW7QI98E	23147	Mit Interesse verfolgen wir die Vorgänge um den Erwerb der Ordensburg Liebstädt. Ein thüringisch-sächsisches Theaterstück ohne Gewinner ...
negative	AMVYAXSG8W4RE	16216	Mit großer Verspätung "Feuchtgebiete" gelesen. Fazit: Kann man sich sparen...passend hierzu: ~http 
neutral	AUW4KIZ6BQ496	16216	Mit großer Verspätung "Feuchtgebiete" gelesen. Fazit: Kann man sich sparen...passend hierzu: ~http 
negative	A4ARZZW7QI98E	16216	Mit großer Verspätung "Feuchtgebiete" gelesen. Fazit: Kann man sich sparen...passend hierzu: ~http 
positive	AMVYAXSG8W4RE	2097	Mit einem schnellen; gekonnten Schlag zerbrach dem Ei sein Genick.
positive	A3Q730ODZOHYZE	2097	Mit einem schnellen; gekonnten Schlag zerbrach dem Ei sein Genick.
neutral	AUW4KIZ6BQ496	2097	Mit einem schnellen; gekonnten Schlag zerbrach dem Ei sein Genick.
neutral	A2DBE2ZBGL1FA1	99791	Mit einem Retweet an der Verlosung von 15 Nintendo DS teilnehmen =&gt; ~http  für Affiliates + Retweets
neutral	A4ARZZW7QI98E	99791	Mit einem Retweet an der Verlosung von 15 Nintendo DS teilnehmen =&gt; ~http  für Affiliates + Retweets
neutral	AUW4KIZ6BQ496	99791	Mit einem Retweet an der Verlosung von 15 Nintendo DS teilnehmen =&gt; ~http  für Affiliates + Retweets
positive	A2MIB5EPM59BA5	11830	mit conny mandalay ;)
neutral	AUW4KIZ6BQ496	11830	mit conny mandalay ;)
positive	AMVYAXSG8W4RE	11830	mit conny mandalay ;)
positive	A4ARZZW7QI98E	24303	mit @user; @user &'  @user chilln &lt;3 boaa!
na	A2MIB5EPM59BA5	24303	mit @user; @user &'  @user chilln &lt;3 boaa!
positive	A3Q730ODZOHYZE	24303	mit @user; @user &'  @user chilln &lt;3 boaa!
neutral	A3S2JSF2QURI34	13950	Misikalische Früherziehung – Let's get loud! ~http 
neutral	AUW4KIZ6BQ496	13950	Misikalische Früherziehung – Let's get loud! ~http 
neutral	A4ARZZW7QI98E	13950	Misikalische Früherziehung – Let's get loud! ~http 
neutral	A2DBE2ZBGL1FA1	14096	Mir is kalt...
neutral	AUW4KIZ6BQ496	14096	Mir is kalt...
negative	A3Q730ODZOHYZE	14096	Mir is kalt...
negative	A4ARZZW7QI98E	38836	Mir gehts immer noch beschissen|heftige Halsschmerzen -.-''
negative	AMVYAXSG8W4RE	38836	Mir gehts immer noch beschissen|heftige Halsschmerzen -.-''
negative	A3Q730ODZOHYZE	38836	Mir gehts immer noch beschissen|heftige Halsschmerzen -.-''
neutral	AUW4KIZ6BQ496	32245	MiMi; unser neuer Online-Aktionsshop; hat wieder geöffnet. Heute gibt's günstige Tickets für die nächste Premiere! ~http 
neutral	A3QQ949RKK5K1W	32245	MiMi; unser neuer Online-Aktionsshop; hat wieder geöffnet. Heute gibt's günstige Tickets für die nächste Premiere! ~http 
neutral	A4ARZZW7QI98E	32245	MiMi; unser neuer Online-Aktionsshop; hat wieder geöffnet. Heute gibt's günstige Tickets für die nächste Premiere! ~http 
neutral	A3QQ949RKK5K1W	82693	Microsoft-Apps für Symbian angekündigt: Nokias Kooperation mit Microsoft wird demnächst Früchte tragen: So solle... ~http 
neutral	AUW4KIZ6BQ496	82693	Microsoft-Apps für Symbian angekündigt: Nokias Kooperation mit Microsoft wird demnächst Früchte tragen: So solle... ~http 
neutral	A4ARZZW7QI98E	82693	Microsoft-Apps für Symbian angekündigt: Nokias Kooperation mit Microsoft wird demnächst Früchte tragen: So solle... ~http 
neutral	AMVYAXSG8W4RE	12304	Microsoft veröffentlicht den "Building Windows 8" Blog: Bisher hat sich Microsoft sehr bedeckt gehalten; was ihr... ~http 
neutral	A3QQ949RKK5K1W	12304	Microsoft veröffentlicht den "Building Windows 8" Blog: Bisher hat sich Microsoft sehr bedeckt gehalten; was ihr... ~http 
neutral	A4ARZZW7QI98E	12304	Microsoft veröffentlicht den "Building Windows 8" Blog: Bisher hat sich Microsoft sehr bedeckt gehalten; was ihr... ~http 
neutral	AUW4KIZ6BQ496	76192	Microsoft arbeitet an Bing und Windows Live Messenger ~http 
neutral	A4ARZZW7QI98E	76192	Microsoft arbeitet an Bing und Windows Live Messenger ~http 
neutral	A2DBE2ZBGL1FA1	76192	Microsoft arbeitet an Bing und Windows Live Messenger ~http 
neutral	A3Q730ODZOHYZE	18570	Microsoft - Bing und Google; der ungleiche Kampf der Suchmaschinen oder was ist los mit Bing? - ~http 
neutral	A4ARZZW7QI98E	18570	Microsoft - Bing und Google; der ungleiche Kampf der Suchmaschinen oder was ist los mit Bing? - ~http 
neutral	AUW4KIZ6BQ496	18570	Microsoft - Bing und Google; der ungleiche Kampf der Suchmaschinen oder was ist los mit Bing? - ~http 
positive	A4ARZZW7QI98E	3247	Mhhh; wüüünderschööönes Wochenende!!! ♥
positive	A3QQ949RKK5K1W	3247	Mhhh; wüüünderschööönes Wochenende!!! ♥
positive	A3Q730ODZOHYZE	3247	Mhhh; wüüünderschööönes Wochenende!!! ♥
neutral	A4ARZZW7QI98E	20500	mhh was fang ich jetzt mit dem Wochenende an? Vlt sollte ich mir mal ne Winterjacke kaufen.. Es schneit nämlich -.-'
negative	AFZLOOBF73ONL	20500	mhh was fang ich jetzt mit dem Wochenende an? Vlt sollte ich mir mal ne Winterjacke kaufen.. Es schneit nämlich -.-'
negative	AUW4KIZ6BQ496	20500	mhh was fang ich jetzt mit dem Wochenende an? Vlt sollte ich mir mal ne Winterjacke kaufen.. Es schneit nämlich -.-'
neutral	A4ARZZW7QI98E	11281	Meine Woche auf Twitter: 1 Retweets erhalten; 1 Erwähnungen. Via: ~http 
neutral	AUW4KIZ6BQ496	11281	Meine Woche auf Twitter: 1 Retweets erhalten; 1 Erwähnungen. Via: ~http 
neutral	A3QQ949RKK5K1W	11281	Meine Woche auf Twitter: 1 Retweets erhalten; 1 Erwähnungen. Via: ~http 
neutral	A3V9SPYHI3KKQL	7625	Meine Selbstgespräche machen irgendwie nicht so viel Spaß; wenn Mama mit im Zimmer sitzt und mir antwortet.
negative	A3QQ949RKK5K1W	7625	Meine Selbstgespräche machen irgendwie nicht so viel Spaß; wenn Mama mit im Zimmer sitzt und mir antwortet.
negative	A4ARZZW7QI98E	7625	Meine Selbstgespräche machen irgendwie nicht so viel Spaß; wenn Mama mit im Zimmer sitzt und mir antwortet.
neutral	A4ARZZW7QI98E	29927	Meine Oma ist echt zu hart. Streut Cheyenne-Pfeffer über die Chips und stellt sie dann den Jungs heimlich wieder auf den Tisch.
positive	AFZLOOBF73ONL	29927	Meine Oma ist echt zu hart. Streut Cheyenne-Pfeffer über die Chips und stellt sie dann den Jungs heimlich wieder auf den Tisch.
neutral	AUW4KIZ6BQ496	29927	Meine Oma ist echt zu hart. Streut Cheyenne-Pfeffer über die Chips und stellt sie dann den Jungs heimlich wieder auf den Tisch.
neutral	A4ARZZW7QI98E	1941	Meine Mutter meint ich soll mir die Haare blond färben. Sie werden rotblau! *o*
negative	AMVYAXSG8W4RE	1941	Meine Mutter meint ich soll mir die Haare blond färben. Sie werden rotblau! *o*
neutral	AUW4KIZ6BQ496	1941	Meine Mutter meint ich soll mir die Haare blond färben. Sie werden rotblau! *o*
neutral	AUW4KIZ6BQ496	9990	meine fam ist auch in munchen
neutral	AMVYAXSG8W4RE	9990	meine fam ist auch in munchen
neutral	A4ARZZW7QI98E	9990	meine fam ist auch in munchen
negative	AMVYAXSG8W4RE	154046	Meine Brille ist kaputt. Wie das passiert ist? Mir ist eine Wii auf den Kopf gefallen. Ja; eine Nintendo Wii.
