sentiment	workerid	tweetid	tweet
negative	AIKA6VKEGQT5I	42713	Outch; réveil difficile; et ça sera pire demain; c'est dur de faire la fête -_-
negative	A472U5IT356FS	42713	Outch; réveil difficile; et ça sera pire demain; c'est dur de faire la fête -_-
negative	A3NRGD5KWZIN5O	42713	Outch; réveil difficile; et ça sera pire demain; c'est dur de faire la fête -_-
na	AIK9MZOWM9F4Y	22061	Oui j't'ai déjà dis ca va (: et tooi ? (@Laliceuh live on ~http )
positive	AL9AA2AQKJ0XP	22061	Oui j't'ai déjà dis ca va (: et tooi ? (@Laliceuh live on ~http )
positive	A2XWC57PG6KWUB	22061	Oui j't'ai déjà dis ca va (: et tooi ? (@Laliceuh live on ~http )
neutral	AL9AA2AQKJ0XP	26365	Oui j'suis là
na	A2LHD8XIKKNNND	26365	Oui j'suis là
neutral	A2UR4Y9JW4687P	26365	Oui j'suis là
na	AGI2JJZB08N71	23610	Oui il ma mis juste Je t'aime  (@Laauwah live on ~http )
neutral	A2LHD8XIKKNNND	23610	Oui il ma mis juste Je t'aime  (@Laauwah live on ~http )
positive	AIK9MZOWM9F4Y	23610	Oui il ma mis juste Je t'aime  (@Laauwah live on ~http )
neutral	A2XWC57PG6KWUB	26880	oui 3 heures.
neutral	A2UR4Y9JW4687P	26880	oui 3 heures.
neutral	A2LHD8XIKKNNND	26880	oui 3 heures.
neutral	AX1YZTIROOQG6	46290	oubliez pas d'acheter vos billets pour le show moonwalker au capitole de quebec: ~http
neutral	A1X7PNT3HVI4RM	46290	oubliez pas d'acheter vos billets pour le show moonwalker au capitole de quebec: ~http
neutral	A2XWC57PG6KWUB	46290	oubliez pas d'acheter vos billets pour le show moonwalker au capitole de quebec: ~http
na	AIK9MZOWM9F4Y	24569	Ouais ; moi il me parle pas. --' mdr (@IwantChazS live on ~http )
neutral	A3NRGD5KWZIN5O	24569	Ouais ; moi il me parle pas. --' mdr (@IwantChazS live on ~http )
na	A2XWC57PG6KWUB	24569	Ouais ; moi il me parle pas. --' mdr (@IwantChazS live on ~http )
neutral	AIK9MZOWM9F4Y	18376	Ou vivez en première "Harry Potter et les Reliques de la Mort - Partie 2" le 12 juillet à minuit: ~http 
neutral	A2LHD8XIKKNNND	18376	Ou vivez en première "Harry Potter et les Reliques de la Mort - Partie 2" le 12 juillet à minuit: ~http 
neutral	A2XWC57PG6KWUB	18376	Ou vivez en première "Harry Potter et les Reliques de la Mort - Partie 2" le 12 juillet à minuit: ~http 
neutral	AVR599BC03DOO	31583	Ou comment déconcerter les manifestants.  #Egypte #Mubarak
neutral	ADJEZQTOOC1TL	31583	Ou comment déconcerter les manifestants.  #Egypte #Mubarak
neutral	A472U5IT356FS	31583	Ou comment déconcerter les manifestants.  #Egypte #Mubarak
positive	AL9AA2AQKJ0XP	23874	Ortel Mobile et Attijariwafa Bank continuent de renouveler leur confiance à Kleema
neutral	AIK9MZOWM9F4Y	23874	Ortel Mobile et Attijariwafa Bank continuent de renouveler leur confiance à Kleema
neutral	AX1YZTIROOQG6	23874	Ortel Mobile et Attijariwafa Bank continuent de renouveler leur confiance à Kleema
neutral	AX1YZTIROOQG6	23508	Or; le e-consommateur est toujours pris dans une conversation et pris dans un imaginaire lié à un territoire #dh2011
neutral	A3NRGD5KWZIN5O	23508	Or; le e-consommateur est toujours pris dans une conversation et pris dans un imaginaire lié à un territoire #dh2011
neutral	AL9AA2AQKJ0XP	23508	Or; le e-consommateur est toujours pris dans une conversation et pris dans un imaginaire lié à un territoire #dh2011
positive	AGI2JJZB08N71	17364	Optimiser son blog #Wordpress pour les moteurs de recherche ~http  #seo via @user et @user
neutral	AIK9MZOWM9F4Y	17364	Optimiser son blog #Wordpress pour les moteurs de recherche ~http  #seo via @user et @user
neutral	AL9AA2AQKJ0XP	17364	Optimiser son blog #Wordpress pour les moteurs de recherche ~http  #seo via @user et @user
neutral	A2LHD8XIKKNNND	47365	Opera continue de peaufiner son nouveau webmail: Les ingénieurs d'Opera Software continuent le dév... ~http  Clubic:
neutral	A3NRGD5KWZIN5O	47365	Opera continue de peaufiner son nouveau webmail: Les ingénieurs d'Opera Software continuent le dév... ~http  Clubic:
neutral	AIK9MZOWM9F4Y	47365	Opera continue de peaufiner son nouveau webmail: Les ingénieurs d'Opera Software continuent le dév... ~http  Clubic:
neutral	AIK9MZOWM9F4Y	35087	On vote tous pour Afges; Afges..... (sur le même thème que Danette)
neutral	A2LHD8XIKKNNND	35087	On vote tous pour Afges; Afges..... (sur le même thème que Danette)
neutral	AL9AA2AQKJ0XP	35087	On vote tous pour Afges; Afges..... (sur le même thème que Danette)
na	A2LHD8XIKKNNND	48609	On va voir Toy Story 3!! En attendant n'oubliez pas de faire passer notre blog partout ;) ~http 
neutral	AL9AA2AQKJ0XP	48609	On va voir Toy Story 3!! En attendant n'oubliez pas de faire passer notre blog partout ;) ~http 
neutral	A2XWC57PG6KWUB	48609	On va voir Toy Story 3!! En attendant n'oubliez pas de faire passer notre blog partout ;) ~http 
neutral	A2LHD8XIKKNNND	17686	on sais tous que celui qui rentre ce soir va gagnais #SS5
neutral	A3S5QGE6WYFPD8	17686	on sais tous que celui qui rentre ce soir va gagnais #SS5
neutral	AL9AA2AQKJ0XP	17686	on sais tous que celui qui rentre ce soir va gagnais #SS5
positive	A2UR4Y9JW4687P	2889	On représente samedi au festival M comme musique de Châteauroux avec  SCALE et NAOSOL en concert ! Its Free ! Venez ! @user @user
na	AIK9MZOWM9F4Y	2889	On représente samedi au festival M comme musique de Châteauroux avec  SCALE et NAOSOL en concert ! Its Free ! Venez ! @user @user
positive	AL9AA2AQKJ0XP	2889	On représente samedi au festival M comme musique de Châteauroux avec  SCALE et NAOSOL en concert ! Its Free ! Venez ! @user @user
neutral	A2LHD8XIKKNNND	24495	On rectifie le lien pour gagner des vinyles collectors d4Angers Kalling; bonne chance: ~http
positive	A5JHOO3X13D4A	24495	On rectifie le lien pour gagner des vinyles collectors d4Angers Kalling; bonne chance: ~http
neutral	A33G658YR2129O	24495	On rectifie le lien pour gagner des vinyles collectors d4Angers Kalling; bonne chance: ~http
negative	AIK9MZOWM9F4Y	10016	On est surtout 2 conne qui ce sont triste pour des MEC. Que des enculer
negative	A2LHD8XIKKNNND	10016	On est surtout 2 conne qui ce sont triste pour des MEC. Que des enculer
negative	AL9AA2AQKJ0XP	10016	On est surtout 2 conne qui ce sont triste pour des MEC. Que des enculer
positive	AL9AA2AQKJ0XP	6517	On est le 2 septembre; l'été commence; tout va bien
positive	A2LHD8XIKKNNND	6517	On est le 2 septembre; l'été commence; tout va bien
positive	AIK9MZOWM9F4Y	6517	On est le 2 septembre; l'été commence; tout va bien
negative	AL9AA2AQKJ0XP	18560	on est a 17 morts? “@jnayna: Reading: "Marrakech: deux autres morts (officiel) - Fil news - TF1 News"( ~http  )”
neutral	AX1YZTIROOQG6	18560	on est a 17 morts? “@jnayna: Reading: "Marrakech: deux autres morts (officiel) - Fil news - TF1 News"( ~http  )”
na	A2UR4Y9JW4687P	18560	on est a 17 morts? “@jnayna: Reading: "Marrakech: deux autres morts (officiel) - Fil news - TF1 News"( ~http  )”
neutral	A3NRGD5KWZIN5O	32097	On diT quE lOrsQu'oN vOit uNe eTOile fiLaNte fAuT faiRe uN vŒu...bEn mOi jE tE laiSSerai pAs fIlEr cAr jE tE vEuX
neutral	A2XWC57PG6KWUB	32097	On diT quE lOrsQu'oN vOit uNe eTOile fiLaNte fAuT faiRe uN vŒu...bEn mOi jE tE laiSSerai pAs fIlEr cAr jE tE vEuX
positive	AGI2JJZB08N71	32097	On diT quE lOrsQu'oN vOit uNe eTOile fiLaNte fAuT faiRe uN vŒu...bEn mOi jE tE laiSSerai pAs fIlEr cAr jE tE vEuX
na	AIK9MZOWM9F4Y	49293	On détourne des camions de lait ! Les producteurs on du répondant !
neutral	AL9AA2AQKJ0XP	49293	On détourne des camions de lait ! Les producteurs on du répondant !
neutral	A2LHD8XIKKNNND	49293	On détourne des camions de lait ! Les producteurs on du répondant !
na	AIK9MZOWM9F4Y	183890	On Déjeune O Grec Nike Sa Mère Les FOukette Hein @user  MDRR !!
positive	A2LHD8XIKKNNND	183890	On Déjeune O Grec Nike Sa Mère Les FOukette Hein @user  MDRR !!
negative	A3NRGD5KWZIN5O	183890	On Déjeune O Grec Nike Sa Mère Les FOukette Hein @user  MDRR !!
negative	AL9AA2AQKJ0XP	31273	On aimerais tellement oublier le passé ; on a fait des erreurs qu'on regrette mais oubli ...   ~http  via @user
negative	A2LHD8XIKKNNND	31273	On aimerais tellement oublier le passé ; on a fait des erreurs qu'on regrette mais oubli ...   ~http  via @user
na	AIK9MZOWM9F4Y	31273	On aimerais tellement oublier le passé ; on a fait des erreurs qu'on regrette mais oubli ...   ~http  via @user
na	AIK9MZOWM9F4Y	9229	On a la classe ou on ne l'a pas : #Zara vend un tee à l'image du #Figaro ~http  ~http  #mode
neutral	A1SYLLSICZ0T1H	9229	On a la classe ou on ne l'a pas : #Zara vend un tee à l'image du #Figaro ~http  ~http  #mode
neutral	A3NRGD5KWZIN5O	9229	On a la classe ou on ne l'a pas : #Zara vend un tee à l'image du #Figaro ~http  ~http  #mode
na	A2LHD8XIKKNNND	192497	On a l'impression que Nintendo a encore le frein à main serré et que certains employés rêvent de le desserrer ! En écartant Miyamoto ?
na	AIK9MZOWM9F4Y	192497	On a l'impression que Nintendo a encore le frein à main serré et que certains employés rêvent de le desserrer ! En écartant Miyamoto ?
negative	AL9AA2AQKJ0XP	192497	On a l'impression que Nintendo a encore le frein à main serré et que certains employés rêvent de le desserrer ! En écartant Miyamoto ?
negative	AIK9MZOWM9F4Y	25026	OMG; Encore une ancienne candidate de secret story qui meurt ? Ok; rappelez moi de ne jamais participer à Secret Story.
neutral	AX1YZTIROOQG6	25026	OMG; Encore une ancienne candidate de secret story qui meurt ? Ok; rappelez moi de ne jamais participer à Secret Story.
negative	A2LHD8XIKKNNND	25026	OMG; Encore une ancienne candidate de secret story qui meurt ? Ok; rappelez moi de ne jamais participer à Secret Story.
na	AIK9MZOWM9F4Y	134628	OMG. 3.500$ les Nike Mag. J'aurais pu mettre un prix assez conséquent; mais pas à ce point non plus...
neutral	AL9AA2AQKJ0XP	134628	OMG. 3.500$ les Nike Mag. J'aurais pu mettre un prix assez conséquent; mais pas à ce point non plus...
neutral	A3NRGD5KWZIN5O	134628	OMG. 3.500$ les Nike Mag. J'aurais pu mettre un prix assez conséquent; mais pas à ce point non plus...
na	AIK9MZOWM9F4Y	32798	OMG les nouveaux sons d'Anthony Hamilton :( Qu'il revienne vite ♥
negative	A3NRGD5KWZIN5O	32798	OMG les nouveaux sons d'Anthony Hamilton :( Qu'il revienne vite ♥
negative	A1IQ8YHTZLFEVG	32798	OMG les nouveaux sons d'Anthony Hamilton :( Qu'il revienne vite ♥
positive	A3NRGD5KWZIN5O	39542	OMG je viens de voir la promo pour la nouvelle saison de TVD....Viiiiiite le 15 Septembre !!!!
positive	A2XWC57PG6KWUB	39542	OMG je viens de voir la promo pour la nouvelle saison de TVD....Viiiiiite le 15 Septembre !!!!
positive	A2LHD8XIKKNNND	39542	OMG je viens de voir la promo pour la nouvelle saison de TVD....Viiiiiite le 15 Septembre !!!!
na	AIK9MZOWM9F4Y	138818	OM : Adidas obligé de faire des maillots flashy  ~http 
negative	A5JHOO3X13D4A	138818	OM : Adidas obligé de faire des maillots flashy  ~http 
negative	A2XWC57PG6KWUB	138818	OM : Adidas obligé de faire des maillots flashy  ~http 
neutral	A3NRGD5KWZIN5O	23283	Olivia Ruiz - J'envoie valser ~http  via @user
na	AIK9MZOWM9F4Y	23283	Olivia Ruiz - J'envoie valser ~http  via @user
neutral	ADJEZQTOOC1TL	23283	Olivia Ruiz - J'envoie valser ~http  via @user
na	A2LHD8XIKKNNND	1725	Olalala private practice c'est chaudé
neutral	AL9AA2AQKJ0XP	1725	Olalala private practice c'est chaudé
na	A2UR4Y9JW4687P	1725	Olalala private practice c'est chaudé
na	AIK9MZOWM9F4Y	43568	Ok. Demain je vais clairement vloguer mes commentaires sur "Rencontres Paranormales "  #TVA  #rencontresparanormales  #pissed
neutral	A2LHD8XIKKNNND	43568	Ok. Demain je vais clairement vloguer mes commentaires sur "Rencontres Paranormales "  #TVA  #rencontresparanormales  #pissed
negative	AL9AA2AQKJ0XP	43568	Ok. Demain je vais clairement vloguer mes commentaires sur "Rencontres Paranormales "  #TVA  #rencontresparanormales  #pissed
na	AIK9MZOWM9F4Y	16035	Ok donc Monaco a encore pris une pillule et Nantes toujours au sommet de sa médiocrité!!! Voila voila voila #ligue2 #durêve
negative	A2LHD8XIKKNNND	16035	Ok donc Monaco a encore pris une pillule et Nantes toujours au sommet de sa médiocrité!!! Voila voila voila #ligue2 #durêve
negative	A472U5IT356FS	16035	Ok donc Monaco a encore pris une pillule et Nantes toujours au sommet de sa médiocrité!!! Voila voila voila #ligue2 #durêve
negative	A472U5IT356FS	45229	Ok c'est décidé j'vous hais tous.
negative	A1SYLLSICZ0T1H	45229	Ok c'est décidé j'vous hais tous.
negative	A2LHD8XIKKNNND	45229	Ok c'est décidé j'vous hais tous.
na	AX1YZTIROOQG6	7700	Oh mon dieu; ~http  Papa a 13 ans et mère a 15 ans en Angleterre. Sérieux c'est à voir !
negative	A2LHD8XIKKNNND	7700	Oh mon dieu; ~http  Papa a 13 ans et mère a 15 ans en Angleterre. Sérieux c'est à voir !
positive	A3NRGD5KWZIN5O	7700	Oh mon dieu; ~http  Papa a 13 ans et mère a 15 ans en Angleterre. Sérieux c'est à voir !
negative	AL9AA2AQKJ0XP	8973	Oh j'avais oublier que je devais tweeter des trucs sur conneway aujourdhui... Tant pis.
neutral	A3NRGD5KWZIN5O	8973	Oh j'avais oublier que je devais tweeter des trucs sur conneway aujourdhui... Tant pis.
negative	A2LHD8XIKKNNND	8973	Oh j'avais oublier que je devais tweeter des trucs sur conneway aujourdhui... Tant pis.
positive	A3NRGD5KWZIN5O	27705	Oggi : vu Alice au pays des merveilles et acheté un samsung player one noir :)
neutral	AIK9MZOWM9F4Y	27705	Oggi : vu Alice au pays des merveilles et acheté un samsung player one noir :)
neutral	A1X7PNT3HVI4RM	27705	Oggi : vu Alice au pays des merveilles et acheté un samsung player one noir :)
neutral	A2SEG0I7JX3WJ5	29110	Offre d'emploi: Ingénieur Commercial - Traitement de l'eau h/f - ~http
neutral	A3NRGD5KWZIN5O	29110	Offre d'emploi: Ingénieur Commercial - Traitement de l'eau h/f - ~http
neutral	AIK9MZOWM9F4Y	29110	Offre d'emploi: Ingénieur Commercial - Traitement de l'eau h/f - ~http
neutral	A3NRGD5KWZIN5O	29114	Offre d'emploi: Directeur de Site Industriel h/f - ~http 
neutral	AIK9MZOWM9F4Y	29114	Offre d'emploi: Directeur de Site Industriel h/f - ~http 
neutral	A2LHD8XIKKNNND	29114	Offre d'emploi: Directeur de Site Industriel h/f - ~http 
neutral	A2LHD8XIKKNNND	192492	Où peut-on voir ou publier des photos 3D (format MPO) prises avec la Nintendo 3DS ?
neutral	AIK9MZOWM9F4Y	192492	Où peut-on voir ou publier des photos 3D (format MPO) prises avec la Nintendo 3DS ?
positive	AL9AA2AQKJ0XP	192492	Où peut-on voir ou publier des photos 3D (format MPO) prises avec la Nintendo 3DS ?
negative	A3NRGD5KWZIN5O	11462	Oais; clair ; moi non plus je comprends pas !
negative	A2LHD8XIKKNNND	11462	Oais; clair ; moi non plus je comprends pas !
negative	A33G658YR2129O	11462	Oais; clair ; moi non plus je comprends pas !
neutral	A2LHD8XIKKNNND	47331	NTT DoCoMo annonce au Japon une Galaxy Tab compatible LTE: Le japonais NTT DoCoMo vient d'annoncer la so... ~http  Clubic:
neutral	AIK9MZOWM9F4Y	47331	NTT DoCoMo annonce au Japon une Galaxy Tab compatible LTE: Le japonais NTT DoCoMo vient d'annoncer la so... ~http  Clubic:
positive	AIKA6VKEGQT5I	47331	NTT DoCoMo annonce au Japon une Galaxy Tab compatible LTE: Le japonais NTT DoCoMo vient d'annoncer la so... ~http  Clubic:
na	A2LHD8XIKKNNND	59414	Nouvelles fonctionnalités de BING ~http 
neutral	AL9AA2AQKJ0XP	59414	Nouvelles fonctionnalités de BING ~http 
na	A33G658YR2129O	59414	Nouvelles fonctionnalités de BING ~http 
positive	AGI2JJZB08N71	49771	Nouvelle dépêche sur le site de L'Abattoir : ~http 
neutral	A3NRGD5KWZIN5O	49771	Nouvelle dépêche sur le site de L'Abattoir : ~http 
neutral	AIK9MZOWM9F4Y	49771	Nouvelle dépêche sur le site de L'Abattoir : ~http 
neutral	A2LHD8XIKKNNND	50437	Nouvelle chronique! ~http 
neutral	AIK9MZOWM9F4Y	50437	Nouvelle chronique! ~http 
positive	AIKA6VKEGQT5I	50437	Nouvelle chronique! ~http 
neutral	A3NRGD5KWZIN5O	38418	Nouvel article sur mon blogue : ~http 
neutral	A2XWC57PG6KWUB	38418	Nouvel article sur mon blogue : ~http 
neutral	AGI2JJZB08N71	38418	Nouvel article sur mon blogue : ~http 
positive	A2UR4Y9JW4687P	50599	Nouveauté infinity en stock :  ~http 
neutral	A2LHD8XIKKNNND	50599	Nouveauté infinity en stock :  ~http 
neutral	AIK9MZOWM9F4Y	50599	Nouveauté infinity en stock :  ~http 
na	AIKA6VKEGQT5I	66903	Nouveau:  LVDLT #7 – Baladur & Paris Hilton dans l’métro ~http 
neutral	A472U5IT356FS	66903	Nouveau:  LVDLT #7 – Baladur & Paris Hilton dans l’métro ~http 
neutral	A3NRGD5KWZIN5O	66903	Nouveau:  LVDLT #7 – Baladur & Paris Hilton dans l’métro ~http 
positive	AGI2JJZB08N71	154257	Nouveau Swag pour la rentrée : Nike Dunk High !!!  ~http 
neutral	A3NRGD5KWZIN5O	154257	Nouveau Swag pour la rentrée : Nike Dunk High !!!  ~http 
na	AIK9MZOWM9F4Y	154257	Nouveau Swag pour la rentrée : Nike Dunk High !!!  ~http 
na	AIK9MZOWM9F4Y	38687	Nouveau post sur Viadeo : La mise à la retraite par l'employeur (3)  - ~http
neutral	AL9AA2AQKJ0XP	38687	Nouveau post sur Viadeo : La mise à la retraite par l'employeur (3)  - ~http
neutral	A2LHD8XIKKNNND	38687	Nouveau post sur Viadeo : La mise à la retraite par l'employeur (3)  - ~http
neutral	AIK9MZOWM9F4Y	84338	Nouveau post sur le Blog :: NIKE et PUMA s'engagent pour moins de produits toxiques dans leurs produits... ~http 
positive	AL9AA2AQKJ0XP	84338	Nouveau post sur le Blog :: NIKE et PUMA s'engagent pour moins de produits toxiques dans leurs produits... ~http 
positive	A472U5IT356FS	84338	Nouveau post sur le Blog :: NIKE et PUMA s'engagent pour moins de produits toxiques dans leurs produits... ~http 
neutral	AL9AA2AQKJ0XP	43363	Nouveau MMS du 06 18 13 84 93 ~http 
na	AIK9MZOWM9F4Y	43363	Nouveau MMS du 06 18 13 84 93 ~http 
neutral	AX1YZTIROOQG6	43363	Nouveau MMS du 06 18 13 84 93 ~http 
na	AIK9MZOWM9F4Y	47467	nouveau client; nouveau projet Arthur Loyd sur... ~http
neutral	AX1YZTIROOQG6	47467	nouveau client; nouveau projet Arthur Loyd sur... ~http
na	A2LHD8XIKKNNND	47467	nouveau client; nouveau projet Arthur Loyd sur... ~http
neutral	A472U5IT356FS	5758	Nouveau blog pour nouvelle vie ~http  via @user
na	A2LHD8XIKKNNND	5758	Nouveau blog pour nouvelle vie ~http  via @user
neutral	AIK9MZOWM9F4Y	5758	Nouveau blog pour nouvelle vie ~http  via @user
neutral	AIK9MZOWM9F4Y	43404	Nous sommes à la recherche d'un Directeur de succursale pour un de nos clients à Anjou.
neutral	AL9AA2AQKJ0XP	43404	Nous sommes à la recherche d'un Directeur de succursale pour un de nos clients à Anjou.
neutral	A472U5IT356FS	43404	Nous sommes à la recherche d'un Directeur de succursale pour un de nos clients à Anjou.
neutral	A2LHD8XIKKNNND	16839	Nous offrons à 10 étudiants du BAA @user d'assister à notre conférence sur la tricherie dans les jeux; ce mardi ~http 
neutral	A2XWC57PG6KWUB	16839	Nous offrons à 10 étudiants du BAA @user d'assister à notre conférence sur la tricherie dans les jeux; ce mardi ~http 
neutral	AX1YZTIROOQG6	16839	Nous offrons à 10 étudiants du BAA @user d'assister à notre conférence sur la tricherie dans les jeux; ce mardi ~http 
neutral	AIK9MZOWM9F4Y	38261	Nous allons présenter dans les prochains jours; une stratégie pour le développement de la e-santé;  Francois Fillon...
neutral	A3NRGD5KWZIN5O	38261	Nous allons présenter dans les prochains jours; une stratégie pour le développement de la e-santé;  Francois Fillon...
neutral	A2XWC57PG6KWUB	38261	Nous allons présenter dans les prochains jours; une stratégie pour le développement de la e-santé;  Francois Fillon...
negative	A2LHD8XIKKNNND	2769	noooonnnn; microsoft abandonne la tablette courier; à croire qu'ils ont peur d'un projet innovant
negative	ADJOVRFC5HF00	2769	noooonnnn; microsoft abandonne la tablette courier; à croire qu'ils ont peur d'un projet innovant
negative	AIK9MZOWM9F4Y	2769	noooonnnn; microsoft abandonne la tablette courier; à croire qu'ils ont peur d'un projet innovant
negative	AGI2JJZB08N71	96402	Non merci Twitter; je n'ai pas envie de suivre Nike Golf
negative	A2LHD8XIKKNNND	96402	Non merci Twitter; je n'ai pas envie de suivre Nike Golf
na	AIK9MZOWM9F4Y	96402	Non merci Twitter; je n'ai pas envie de suivre Nike Golf
neutral	A2LHD8XIKKNNND	15627	Nintendo a commencé à vendre sa console 3DS à un prix réduit de 40% au Japon pour tenter de relancer ses ventes. Source BFM business
neutral	A3NRGD5KWZIN5O	15627	Nintendo a commencé à vendre sa console 3DS à un prix réduit de 40% au Japon pour tenter de relancer ses ventes. Source BFM business
neutral	ADJOVRFC5HF00	15627	Nintendo a commencé à vendre sa console 3DS à un prix réduit de 40% au Japon pour tenter de relancer ses ventes. Source BFM business
positive	A2UR4Y9JW4687P	87047	Nike Vapen Session Episode 1: Voici le premier épisode de la Nike Vapen Session. Comme l'année dernière pour la ... ~http 
neutral	AIK9MZOWM9F4Y	87047	Nike Vapen Session Episode 1: Voici le premier épisode de la Nike Vapen Session. Comme l'année dernière pour la ... ~http 
neutral	A472U5IT356FS	87047	Nike Vapen Session Episode 1: Voici le premier épisode de la Nike Vapen Session. Comme l'année dernière pour la ... ~http 
na	A3NRGD5KWZIN5O	9121	Nice work @user!
positive	AL9AA2AQKJ0XP	9121	Nice work @user!
na	AIK9MZOWM9F4Y	9121	Nice work @user!
na	AVR599BC03DOO	27999	Niak Niak Niak #TweetDiabolique
na	AIK9MZOWM9F4Y	27999	Niak Niak Niak #TweetDiabolique
negative	AX1YZTIROOQG6	27999	Niak Niak Niak #TweetDiabolique
neutral	A3NRGD5KWZIN5O	171844	Need. RT @user Nike Air Mag “Marty Mcfly” 2015; premières images: ~http 
na	AIK9MZOWM9F4Y	171844	Need. RT @user Nike Air Mag “Marty Mcfly” 2015; premières images: ~http 
neutral	AIKA6VKEGQT5I	171844	Need. RT @user Nike Air Mag “Marty Mcfly” 2015; premières images: ~http 
negative	AX1YZTIROOQG6	10460	Ne porte plus de "barbe". Peu convaincant; l'impression de ressembler à un phoque.
negative	A2LHD8XIKKNNND	10460	Ne porte plus de "barbe". Peu convaincant; l'impression de ressembler à un phoque.
negative	AL9AA2AQKJ0XP	10460	Ne porte plus de "barbe". Peu convaincant; l'impression de ressembler à un phoque.
neutral	AX1YZTIROOQG6	2264	N’oubliez pas; ça commence demain ! Venez découvrir notre nouvelle application et célébrer son lancement au Zoo de Cleveland ! #elephantxing
positive	A1X7PNT3HVI4RM	2264	N’oubliez pas; ça commence demain ! Venez découvrir notre nouvelle application et célébrer son lancement au Zoo de Cleveland ! #elephantxing
positive	A2XWC57PG6KWUB	2264	N’oubliez pas; ça commence demain ! Venez découvrir notre nouvelle application et célébrer son lancement au Zoo de Cleveland ! #elephantxing
na	A2XWC57PG6KWUB	35629	Nazoluka mutu aprolongéle nga séjour svp! Na'okoka kozonga Paname tse! Motem'eboyi! #LundiLingala
na	A2UR4Y9JW4687P	35629	Nazoluka mutu aprolongéle nga séjour svp! Na'okoka kozonga Paname tse! Motem'eboyi! #LundiLingala
na	A2LHD8XIKKNNND	35629	Nazoluka mutu aprolongéle nga séjour svp! Na'okoka kozonga Paname tse! Motem'eboyi! #LundiLingala
neutral	AL9AA2AQKJ0XP	47564	Natures et découvertes; bonjour. ~http 
neutral	AIK9MZOWM9F4Y	47564	Natures et découvertes; bonjour. ~http 
neutral	A3NRGD5KWZIN5O	47564	Natures et découvertes; bonjour. ~http 
neutral	AIK9MZOWM9F4Y	3684	Nantes; à nous deux ! #rentrée
neutral	AX1YZTIROOQG6	3684	Nantes; à nous deux ! #rentrée
neutral	AL9AA2AQKJ0XP	3684	Nantes; à nous deux ! #rentrée
negative	A3NRGD5KWZIN5O	38353	Nan srx piquez vous les gens; soignez vous pck la ça devient grv d'être comme ça.
negative	A2LHD8XIKKNNND	38353	Nan srx piquez vous les gens; soignez vous pck la ça devient grv d'être comme ça.
negative	A33G658YR2129O	38353	Nan srx piquez vous les gens; soignez vous pck la ça devient grv d'être comme ça.
neutral	A3NRGD5KWZIN5O	3169	Nan mais serieux elle se prend pas pour un monstre la fille en faite
negative	AX1YZTIROOQG6	3169	Nan mais serieux elle se prend pas pour un monstre la fille en faite
negative	A2XWC57PG6KWUB	15394	Nan mais c'est ma répèt de danse ça! Je stresse comme une folle du coup je fais n'importe quoi! Je ne me comprends meme pas!
negative	AL9AA2AQKJ0XP	15394	Nan mais c'est ma répèt de danse ça! Je stresse comme une folle du coup je fais n'importe quoi! Je ne me comprends meme pas!
negative	A2LHD8XIKKNNND	15394	Nan mais c'est ma répèt de danse ça! Je stresse comme une folle du coup je fais n'importe quoi! Je ne me comprends meme pas!
na	AIK9MZOWM9F4Y	15902	Nager 30 minutes pour voir son pouchon 1 heure c'est un bon deal :)
positive	AL9AA2AQKJ0XP	15902	Nager 30 minutes pour voir son pouchon 1 heure c'est un bon deal :)
positive	A2LHD8XIKKNNND	15902	Nager 30 minutes pour voir son pouchon 1 heure c'est un bon deal :)
na	AIK9MZOWM9F4Y	2585	Naaaaan; y'a de l'huile de palme dans mes biscottes bio :'( #Arnaque
negative	A2LHD8XIKKNNND	2585	Naaaaan; y'a de l'huile de palme dans mes biscottes bio :'( #Arnaque
negative	A1IQ8YHTZLFEVG	2585	Naaaaan; y'a de l'huile de palme dans mes biscottes bio :'( #Arnaque
negative	A2LHD8XIKKNNND	23985	NAAAAAAAAN ; Pourquoi tu te fais autant de mal ! T'es un cas désespéré .. (@x3_Laydia live on ~http )
negative	AL9AA2AQKJ0XP	23985	NAAAAAAAAN ; Pourquoi tu te fais autant de mal ! T'es un cas désespéré .. (@x3_Laydia live on ~http )
negative	AIK9MZOWM9F4Y	23985	NAAAAAAAAN ; Pourquoi tu te fais autant de mal ! T'es un cas désespéré .. (@x3_Laydia live on ~http )
negative	A3NRGD5KWZIN5O	7894	N'importe quoi... Samsung demande l'iPhone 4S; l'iPhone 5 et l'iPad 3 à Apple ~http
negative	AL9AA2AQKJ0XP	7894	N'importe quoi... Samsung demande l'iPhone 4S; l'iPhone 5 et l'iPad 3 à Apple ~http
negative	AIK9MZOWM9F4Y	7894	N'importe quoi... Samsung demande l'iPhone 4S; l'iPhone 5 et l'iPad 3 à Apple ~http
negative	AL9AA2AQKJ0XP	12982	N'empeche j'ai presque 300 followers mais quand je pose une question j'ai quasiment jamais de réponse... #SAF
negative	A3NRGD5KWZIN5O	12982	N'empeche j'ai presque 300 followers mais quand je pose une question j'ai quasiment jamais de réponse... #SAF
negative	AIK9MZOWM9F4Y	12982	N'empeche j'ai presque 300 followers mais quand je pose une question j'ai quasiment jamais de réponse... #SAF
neutral	A2LHD8XIKKNNND	8491	Mygod grand maître Philippe Collin devant moi *DIES*
