sentiment	numberagreed	tweetid	tweet
neutral	3	134404	#Legendarios ao vivo ~http  .. me segue ai pessual   keveexD.. vlww
positive	3	367397	KKKKKKK Bom dia *
positive	3	205484	Mandaram muito bem; meninos! :D (@Carlosdlucka live on ~http )
negative	3	653242	essa minha mamis ta de brincadeira mesmo; olha meu caderno: DE QUEM É ESSE CADERNO FEIO? ¬¬
negative	3	2345053	Odeio quando a Sony fica com a legenda atrasada; odeio quando a Sony fica SEM legenda; mas ficar tudo preto é de foder!
negative	3	283892	a bateria do meu nintendo ta acababando tenho que sair.TCHAU GENTE
neutral	3	2053934	#eguamolek RT @user  Sony lança binóculos que gravam vídeos em Full HD e 3D ~http 
positive	3	250300	Booa tardeee *--* que diia de sol mais lindoo; há alguns dias não tinhamos um dia tão lindoo!
neutral	3	263528	Almoçando; p dps ir p cabelereiro
positive	3	759870	bom dia galera ...              alo final de semana chego em casa q eu naum vô fia é sexta feira vô sai vô farria..
neutral	3	868390	Se eu não fosse fazer Ciências Biológicas com certeza ia fazer Música.
negative	3	1322360	Mania maldita dessas empresas usarem tecnologias da microsoft em sites podres
neutral	3	7473	Quero ganhar Webcam Microsoft da @user para me conectar com @user ~http 
negative	3	335295	#KibomSeria se meus pais entendessem que tenho quase 18 anos e preciso de privacidade. :@
positive	3	406577	Mas a minha torta de limão ainda é a melhor do mundo!!!(vão fazer fila aqui por conta da minha propaganda...rsrs)
negative	3	90012	as pessoas que menos imaginamos; são as que mais nos descepcionam :x
neutral	3	143025	9/Dez: Promoção Microcomputador Celeron 430 N3 1GB/250GB SATA/DVD + Monitor Samsung LCD 15.6" de 1064 por 949 (10x) ~http 
negative	3	126644	tem gente ingrata nesse twitter viu #aff
negative	3	275718	Nossa hj meu dia começou chaaaato; acordar trabalhar ter que aguentar akele povinho td é froide
positive	3	203694	Parabéns para a equipe Brasileira Signum Games! Vencedora da olimpíada tecnológica organizada pela Microsoft “Imagine Cup”.
positive	3	657791	Muito legal essa matéria no nike corre sobre a meia maratona de Halloween nos EUA ~http 
positive	3	32295	Agr siim tudo correndo como agente queriia  dia 6 & 7 promoteee ' ;D
positive	3	565110	#sandynagabi Parabéns Edu #thanksjimcarey #edu Sandoca Paçoca Panteras Microsoft Brasil Esses TT'br ainda? aff -.-
neutral	3	1288907	Atenção!! Hoje - Microsoft PDC10 - Sessões transmitidas em directo de Redmond; USA - ~http  - Inicio da Keynote 17H
positive	3	1411971	BOM DIA!!! Hj é sexta! Amanhã chega visitas ilustres; prima Nike e amiga Cely. Bom d+!!!
neutral	3	1179783	Lançamentos Sony para seu iPhone 3GS - ~http 
positive	3	78865	*~http  - Cliquem ae lindos *-* pra me ajudar a ganhar uma camisa do greenpeace :D:D -
neutral	3	329270	Eu achei um da Nike igual ao da Dems.... Tô em dúvida se levo ele ou um outro que eu gostei..
neutral	3	143030	24/11: PROMOÇÃO WebCam LifeCam VX-2000 Microsoft (YFC-00002) de 99;00 por 79;00 (3x) ~http 
positive	3	850814	quee chuva em santa maria.. cheguei em agudo agora; beleza esse feriadinho 8)
positive	3	663329	bom dia gente! nossa acordando uma hra dessa?? o.O
positive	3	818484	Ele não desiste de você; Ele se importa com você; Ele compreende o seu caminhar. Nunca vi um amor tão grande assim... Ele não desiste!
positive	3	698235	É maravilhoso sentir o poder da ação de Deus em nossas vidas.
neutral	3	1128292	O programa Students to Business; da Microsoft Brasil; está com as inscrições abertas para 80 vagas em cursos de capacitação; gratuitos. O p…
neutral	3	2255149	#GANHE um PlayStation 2 Slim Sony #Promoção Mamãe & Bebê do site de vendas da @user Clique e Concorra: ~http 
negative	3	765021	O BRASIL NÃO PODE CONTINUAR ASSIM - UOL Notícias #UOL ~http  via @user
negative	3	703385	Porque a Barra sempre tem que ter um engarrafamento fuderoso? Que porra; quase três horas pra chegar em casa; EU EIM! u_u
neutral	3	197178	lu quando vem para uberlandia  (@LuAlone live on ~http )
negative	3	520449	-seu idioma eh holandes... R: Italia...                    Meu deus do ceu; q burra. #domigaodofaustao
neutral	3	522238	Saiba quais pessoas no Twitter que não te seguem. ~http 
neutral	3	186946	Pra quem não sabe o que me dar... to querendo trocar meu celular. Quero um Samsung Galaxy S ou um SII; to em dúvida ainda.
neutral	3	1319030	Tudo sobre as partidas de ontem pela Uefa Champions League; Uefa Europa League e Copa Audi !!!!!!!!!!!!!!!!!!! ~http 
positive	3	692873	Bom dia ! Que dia perfeito; qro praia.
negative	3	454771	Quem não tem amor em casa; vai se ajeitar na rua;Se você não tem pra dar; sei que a culpa não é sua (8)
neutral	3	1556326	AQIP:As HP12C estão GalRos 380 e nas Gurias 260. A Sony IS15 está na Multisom 499 nas Gurias 305. Td com NF e Garantia.
neutral	3	1319036	Tudo sobre as partidas de ontem pela Uefa Champions League; Uefa Europa League e Copa Audi !!!!!!!!!!!!!!!!!!!!!!!!!!!! ~http
positive	3	839716	e o #neymar jogou muito ontem selokoooo
neutral	3	1128323	Toda a equipe MC Tubarão já está em Campo Grande com a Audi DTCC.
negative	3	398304	"Neymar foi engolido pela monstro do deslumbramento. Perdeu toda noção da boa educação" - ~http 
neutral	3	1236854	concorra um nintendo wii apenas se cadastrando aqui... ~http
neutral	3	1653718	Boa noite!! Promoção - Nintendo WII Black DESTRAVADO + Volante + Mario Kart Original - Somente R$699. mdpaulista@mdpaulista.com.br
neutral	3	525295	tomar banho me trocar e ve qual é daquela festa das naçoes :S
positive	3	181660	Esse nike sim é vida (k)
negative	3	708051	último jogo do ABC que eu volto em direção a esse apartamento; que triste
positive	3	959249	Em sampa.. Clima delícia; trânsito nem tanto. Bora pro evento. Microsoft ISV Executive Meeting.
neutral	3	524719	Cheguei da academia agora .
negative	3	2062705	Passando para ver os TT' s e sentido inveja do celular top do meu irmão. Samsung andróide
positive	3	693544	aeww esses dias vou me empennhar aoo maximoo akii no meu twitter pessoal praa ver se consigoo nee?tentar nao custaa nada
positive	3	221280	Terminamos de assistir Cartas Para Julieta e fomos direto pra disney assistir HSM3... pra eu fechar o pacote completo de choro né zenti!
positive	3	631288	Acabei de ganhar uma camisa. da nike ... muito show
neutral	3	1292493	"Você sabia que o site da Microsoft está hospedado em servidores Linux"
negative	3	167846	Já parei para pensar sobre o meu passado ; e perceber o quanto eu já fui Idiota .
positive	3	805239	Sonheei com o garoto que eu gosto ; Nossa que emoçãao --'
neutral	3	397603	Quero ganhar Camisa Nike Manchester Home ou Away Original - O Mundo do Esporte ~http  #Sorteio @user (via @user)
neutral	3	490147	jogou @user e fez 5899 pontos na música Under an Alias - @user - ~http 
positive	3	981981	sou mário; no nintendo eu esculacho; no super ou no 64; eu eu tenho o yoshi kkkkkkkkk.
positive	3	39258	nossa q da-hora o novo sony ericsson....~http 
positive	3	696518	Dia 18 de junho #diadoQuímico!!! parabéns a todos os colegas hehehe!!!
positive	3	646277	Gente; meu cabelo tá tão bom. acho qe vou te ligar a twitcam
negative	3	269958	vo dormi duma vez; pq amanhã o dia vai ser #TENSO .. Boa noite
negative	3	57638	Até Agora Nenhuma Surpresa na Conferencia da Microsoft #e3 .;
positive	3	474438	se alguem olhar pra mim na aula e me ver dançando é pq to escutando Asking Alexandria uhsauhsauhsa não da pra ficar parado
neutral	3	250184	Grupo Exaltasamba está participando do Prêmio Vagalume 2010. Vote! ~http 
negative	3	639752	Absurdo: a Samsung está disponibilizando papéis de parede para celular e alguns deles apresentam  cenas de violência contra gatinhos - cont
negative	3	237235	OMG;num consigo seguir mais ngm '-'
positive	3	443421	#Sigam @user A maior e melhor festa de colégios do Brasil! +11
negative	3	238772	amanhã eu certamente vou me arrepender por não ter dormido cedo. :(
neutral	3	2348984	eu sigo @user e quero ganhar 1 Tablet SAMSUNG GALAXY estou concorrendo; de RT e concorra tb; infos: ~http 
positive	3	758652	Valeu a pena esperar pra comprar um Samsung Corby *u*
positive	3	165213	tipo; eu AMO ficar postando fotos da Tay no tumblr *-----*
positive	3	180821	Choveu mais uma vez por aqui.... Que bom... =D
neutral	3	32236	Tênis mistura Adidas Superstar com visual do Facebook : ~http  Tua cara @user
negative	3	531779	PQP! QUE SOFRIDO MANO! ACAAABAAA JUÍZZZ!!!!
neutral	3	765079	SORTEIO: CAMISA NIKE OFICIAL 3. Dê RT desse tweet e siga @user até HOJE (15/12) as 12h ~http 
neutral	3	2469993	#sorteio Sigo @user e @user Quero ganhar 1 conjunto ADIDAS ~http 
negative	3	1204693	Valor pedido pelo Audi A7 no Brasil equivale ao de três carros nos EUA ~http  vía @user que #absurdo!
positive	3	513123	PRAIAAAAAAAAAAAAA...muuuuito sol; muito calor; churras...isso q eh vida.
neutral	3	1050041	Acabou de fazer o check in @ Rua Sony 24; Manaus; Brazil ~http 
positive	3	1453073	e o NIKE ROSA que minha mamis comprou pra ela; MORRI DURA ! Lindissímo; quero ele pra mim :(
negative	3	215201	Gentemmmmmmmmmm q raiva é essa; ninguém desiste da prova...eu heimmm; viu o q a raiva faz com nosso corpo...mastrata e nem sentimos
neutral	3	509634	Conexão Tecnológica: Patente da Microsoft sugere sistema multiboot com ... ~http 
negative	3	323198	esse meu msn sempre escolhe as piores oras pra ficar cainduuu ¬¬ .
negative	3	2359765	Paris Hilton com a mesma cara em todas as fotos? então ela é uma boneca de cera? achei q a cara dela fosse é de pau...
neutral	3	934446	Promoção: quer ganhar um laptop Sony Vaio? Dê um RT; siga @user e @user para concorrer. ~http 
neutral	3	1451718	SUPER PROMOÇÃO DE FIM DE MÊS: Na compra de 20 fontes DUEX 500W REAL (R$ 89;00 cd) vc LEVA uma CÂMERA DIGITAL SAMSUNG - SL30.
positive	3	21915	isso aew Corinthias!
neutral	3	395287	"A Lotus da Loucura" em ~http   aguardem!
positive	3	1467006	As fotos do Audi R8 LMS ficaram incríveis! ~http
neutral	3	2564143	Promoção: quer ganhar um laptop Sony Vaio? Dê um RT; siga @user e @user para concorrer. ~http
positive	3	291140	mamis comprou um relógio da gucci lindooo; vou pegar para mim!  HAHAHA
positive	3	164966	da parabéns daqui a dois dias faço 1 mês de FC ? 6 (@sophiaabrahao live on ~http )
positive	3	819849	Bom Dia Twiteiros (nem sei se é assim que se escreve rs) as provas acabaram!!!!!!! de ferias da faculdade finalmente!!
neutral	3	886463	Celular Adidas - ~http 
positive	3	613485	Ti vejo lá. :) RT @user Vou estar no MVP Open Day na Microsoft dia 28/09; espero ver os feras MVPs do momento | #mvpbr
neutral	3	68244	Bom dia to na minha cama daqui a pouco vou levantar e tomar banho depois não sei beijos nem eras desfila ;x
neutral	3	617754	alguem ja add a comunidade sony sai de casa #GameFutebol
positive	3	1363623	Na estrada indo para Evento Microsoft - Serviço mais Software especial AZURE!!! Microsoft São Paulo... Abraço a todos...
negative	3	1780123	o site da sony tá uma bosta..... sempre em manutenção!!! #eisonyvtnc
positive	3	143726	Só preciso de você Fernando ♥
positive	3	196560	VAMOOOOSSSS LuAloneNoCriancaEsperanca 1
negative	3	607473	cara como eu já to anojada desses fãs do restart qe fikam enxendo no orkut  e falando mal da gi namorada do lanza;eles tem ciumes seilá e +
neutral	3	1832606	10/05/2011 09h30 - Atualizado em 10/05/2011 10h36  Microsoft adquire a Skype por  US$ 8;5 bilhões
negative	3	137180	É dificil ir quando se quer ficar; sorrir quando se quer chorar; mas dificil mesmo é esqueçer quando se quer amar!
positive	3	359001	VOLTEI \O/ comprei meu tenis da nike & minha blusa da marimonroe *-*
positive	3	1453085	Até que enfim meu @user pegou o Nike dele de volta; depois de 6 meses guardado na casa de um amigo dele.
positive	3	742253	Acabei de assister Awake; um bom filme!! Boa Noite Galera!! :))
neutral	3	1998935	Promo: Quer ganhar um Samsung Galaxy 5 da Superfones? Saiba como ~&gt; ~http  #promoção #sorteio
neutral	3	2255139	GANHE um PlayStation 2 Slim Sony #Promoção Mamãe & Bebê do site de vendas da @user - Clique e Concorra: ~http
positive	3	197720	Estou tão feliz!
negative	3	35964	Fudi meu pé na praça hoje! Puta que óh pariu!
positive	3	575512	70 reais a inscrição pro circuito estações adidas lol Vou correr a de novembro !
negative	3	656702	Kra essa cadela fdp me odeia. Ou ela tem ciúme do Rafa O.O
neutral	3	1698956	No #MagazineCuritiba Hoje HD de 1 Tera Samsung esta de R$ 179;00 por R$ 152;00 a Vista veja ~http  Retuite para seus amigos
neutral	3	1826749	Perez Hilton foi entrevistado pela Vogue Hommes Japão; e em alguns momentos ele fala sobre sua amizade com Lady Ga ~http 
negative	3	1051716	Pow; acho que os caras da Nintendo tao perdendo a criatividade com os polemon; vey
neutral	3	809353	acho que vou me deitar....
positive	3	44645	auhsuahsuahs instalei meu velho nintendo de guerra. Mazáá Super Mario good times
positive	3	1906182	lool *-* eu vou ganhar um nike da @user  kkk s2
positive	3	781029	Pra consegui fica perto do MEU TODO PODEROSO eu faria qualquer coisa  #soumanodomano
positive	3	284443	Niver de um amigão hj... vou ver os amigoooss! VIAJANDO PORTOOO :)
negative	3	1701047	o pior é qe a loja autorizada da Sony ericson é longe pra caranba
negative	3	887271	:( dia sem graça
neutral	3	927271	Jaqueta de Couro; Adidas no pé; Baque de heroína e acelerar a 7 Galo com aquele adesivo do nº 13 na frente pelas ruas de SP. #serialkiller
neutral	3	1170219	Atenção #Turma3 do programa Microsoft #S2B em Curitiba; as aulas começam amanhã no lab do CTUP.
neutral	3	1865599	Máquinas para Parque de Diversões inspirado com personagens da Nintendo ~http 
neutral	3	241680	Veja e responda: Teriam sido separados na maternidade? ~http  E...
neutral	3	509647	Conexão Tecnológica: Samsung lança oficialmente bada 2.0; sua atualizad... ~http 
positive	3	2414730	Experimetei ontem o Nintendo 3DS muito legal
positive	3	177018	meu primo #BOQUITA ki arrumou minha net  muito obg!
negative	3	50654	Ser pequena e ainda no fundo da pista; mereço
negative	3	759120	assistindo planeta dos macacos. Kkkk filminho bobo --'
positive	3	398009	Vencemos o fraquíssimo Atlético-PR com autoridade. Continue assim até o fim! Gremio 3 x 0
neutral	3	1306566	Torneio Pokémon para Nintendo DS em Brasília! Gyms Normal e Ghost de Johto - 19/06 no Pátio Brasil. Mais informações: ~http 
neutral	3	1170204	Atualização “Mango” da Microsoft será chamada de Windows Phone 7.5 | Gizmodo Brasil ~http  via @user
positive	3	551078	A NIKE convido eu e o meu primo o gui pra surfar no rio
positive	3	202553	meu sobrinho está tão lindo *-* fazendo caretinha e dando um role de Nike zo/
positive	3	698104	O Dudu e a @user tão namorando
positive	3	579585	Caraca incadritável como as previsões do meu horoscopo pra esse ano estão batendo certinho!
positive	3	148621	Vou assistir hoje hahaRT @user VOOO ir assistir Harry Poter HAHAHAH alguem qr ir ? essa semana xD
neutral	3	1187792	AD NEWS: Adidas estreia websérie customizada no site da Capricho - ~http 
negative	3	162219	putz eu esqueci a minha carteira la no PY .....--'
positive	3	2039258	ganhei uma bolsa linda da nike do papiis (:
negative	3	755850	Eu odeio a Samsung ; ainda mais qdo se compra um Omnia 2 e ele está a mais de mês na garantia e eles não dão previsão de ficar pronto…
negative	3	596910	Que nada @user um banho de chuva de vez em quando faz bem! Isso foi por vcs terem me enchido bem o saco na escola vc sabe o PQ.Né
neutral	3	273816	22:22 - xeque-mate (ou seja; em breve terás quem desejas) vou ficar até 22:22 esperando aqui UHAHUHAHAH
neutral	3	1290081	Fiz inscrição no canal de Nintendo no YouTube. ~http 
positive	3	704244	feriado nacional amanhã : ) \o/ grandes homenagens serão feitas!
negative	3	764295	que golpe!!! é incrível como;quando tudo esta bem pra você;a vida vem e da um jeito de estragar
neutral	3	1170260	#vemgente Quero ganhar o Galaxy Tab Samsung da @user! Seja meu #amigoeCGlobal e me ajude a ganhar! ~http  via @user
positive	3	792545	parabens fernanda; vc fez a coisa certa
neutral	3	31335	nao posso mexer no pc antes do almoço entao entrei no nintendo DSi pq ake tem WI-FI
positive	3	654805	A iniciativa do @user em reeducar os hábitos alimentares nos Eua são plausiveis! Apoiado!
negative	3	116852	Se você procura notícias sobre a Paris Hilton você precisa de um psicologo. #FALOMESMO
positive	3	394382	Bom dia e ótima quarta-feira para todos. Hoje a agenda está cheia.
negative	3	898480	ahhhhh eu tenho q espera o nintendo carrega mais eu nao consigo =/
positive	3	824550	Morrendo de rir com esses tuítes aqui xD
negative	3	300094	o que me dá mais raiva as vezes; é a hipocrisia
positive	3	215060	A outra coisa que me deixou alegre foi o experimento bem sucedido de extração de DNA.
positive	3	765312	Uma das melhores e mais inspiradoras propagandas que já vi. Adidas All in =) ~http
positive	3	1066588	Eu gostei de um vídeo do YouTube -- Conheça o portátil Nintendo 3DS (Pt - Br) ~http
negative	3	742840	estudante da UFF que completava seu trabalho de conclusão de curso quer desistir e voltar para sua cidade após assalto armado #UFFnoCQC
positive	3	284153	acessando o twitter no meu nintendo dsi. uhu! vo assisti @user
positive	3	180456	ontem foi muiiiiito bom; festa da nike no arpex depois festa novamente ! cheguei em casa de madrugada cansadao; hj é so relaxar
positive	3	13037	kkkkkk bom d+ @user  amanhã eu não trabalho.. p gente ir aí
positive	3	889491	Fica aí uma dica de filme .."Uma noite fora de série"..muito booom!!..vale a pena..fui!!!! bjos!!
positive	3	684699	HAUSAHSSU rindo muito agora!! Obs: já era para eu estar dormindo; já que eu vou acordar cedo haha =P
positive	3	784422	Tempo Bom em Gv......... Clima Perfeito.....
neutral	3	170514	Capa em silicone gel S-Type curve TPU Premium para Smartphone Samsung Galaxy SII preta. Apenas R$ 39;90. Frete Grátis... ~http 
negative	3	852336	Não poderia deixar de falar; mais uma vez o tricolor carioca decepciona seus torcedores; pobres coitados...
neutral	3	143036	30/10: PROMOÇÃO Monitor LCD 15.6" Samsung (633NW) de 439;00 por 359;00 (em 6 parcelas) ~http 
neutral	3	1392317	Circuito das Estações adidas 2011 - ~http  #circuitodasestacoes
negative	3	93095	Tentei assistir a fazenda cm a mami.. mas não dá está MUITO SEM GRAÇA sem o @user! Aai que saudades dele lá :(
neutral	3	624465	tudo ao memos tempo agora uma coisa de cada vez aomesmo tempo agora...
neutral	3	1319031	Tudo sobre as partidas de ontem pela Uefa Champions League; Uefa Europa League e Copa Audi !!!!!!!!!!!!!!!!!!!!!! ~http 
neutral	3	1170217	Começaram hoje as aulas da Turma1 e Turma2 do programa Microsoft S2B em Curitiba; trilha #Desenvolvimento.
positive	3	1928182	Adooorei essa idéia! @user Uma TV sem tela? Sim; a Samsung pensou nisso!
neutral	3	2469972	Eu sigo o @user e concorro a um Nintendo Wii; clique ~http  e participe também! #promocao #zoonadocelular
positive	3	352696	MUITO feliz e satisfeito com a conferência da Microsoft na #E3 #GTE3
negative	3	359099	Minha febre aumentou..Tô indo pro hospital... Aff!!!!
positive	3	637495	Viciei na Net do Samsung Star que meu pai achou e me deu; hahah; quero aproveitar e agradecer a mais de 1.290 seguidores Por me seguir
negative	3	454788	Odeiam qnd Ligam e Ficam em Silêncio Imagino Tudo menos que a Ligação ta Ruim !
negative	3	254561	Oxii; tem um povo no meu orkut que só entra no orkut pra ficar entrando em comunidades ¬¬
positive	3	817611	sonho um dia vou ter uma r1 que moto é essa!!!
positive	3	2001611	BNoite Twittersrun. Bom encontrar amigos na Adidas Inverno em SP. Blog atualizado. Abracos ~http  SMAM RUNNINGDIVAS
neutral	3	493103	André recebe João Sorrisão porgol marcado na estreia contra o Flu ~http  #ge3
na	3	526971	a aula hoje tava fácil até; mas a aula de bioquímica tava super cansativa.  Agora é só relaxar
neutral	3	1686150	Sigam e RT @user + @user #sorteio em 07/01 HD 1;5TB Samsung ~http  ~http 
neutral	3	1319041	Tudo sobre as partidas desta quarta-feira pela Champions League; Europa League e Copa Audi !!!!!!!!!!!!! ~http 
negative	3	662270	Só sai gol nessa copa quando o goleira franga!! Afff.....
neutral	3	1294274	Eu vou ganhar 1 Tablet SAMSUNG GALAXY dia 30/06/2011; estou seguindo @user e concorrendo; de RT e concorra tb; infos: #multiloja.com
positive	3	913590	YEPEEEEE! GANHEI UM SAMSUNG GALAXY 5 DE NIVER ADIANTADOOO! É TOUCH SCREEN; TEM NET: ORKUT; TWITTER; FACEBOOK; ETC; TEM CÂMERA E É LINDO! :-D
negative	3	1834173	Puuuuuuta Maaaanoooo! Deu pau no meu Sony DVD Architect e não tava conseguindo instalar de novo! Que medo! Agora consegui!
neutral	3	1319014	Tudo sobre os jogos desta quarta-feira pela Uefa Champions League; Supercopa da França e Copa Audi !!!!!!!!!! ~http 
positive	3	444716	tô no trampo; hoje ta suaavee; ontem fooi coisa de louco; maaas hj está do jeito que eu gosto #curtindootrampo
neutral	3	2391635	Veja a campanha de lançamento do novo Sony Xperia Play ~http
negative	3	575418	porra n tenho paciencia pra fica upando de boa nesses joguinhos :(
positive	3	587570	Agora vou ter 8000 microsoft points!!!
positive	3	561959	Bom dia povo ;D
positive	3	81568	ai gente eu to tão feliz; finalmente eu passei na recuperção
positive	3	474203	Eu sempre quis ter o corpo de um atleta. Graças ao Ronaldo isso já é possível ;D
neutral	3	308923	Alguem sabe o nome do filminho de ontem? da aula do Capelari?
positive	3	730680	Keith Urban é uma obra de arte
negative	3	629139	'Não corrigimos falhas menores para não danificar o produto'; diz Microsoft ~http  #G1 || Explica isso pro cliente #soudev
neutral	3	1319027	Tudo sobre as partidas de ontem pela Uefa Champions League; Uefa Europa League e Copa Audi !!!!!!!!!!!!!!!! ~http 
negative	3	771574	A Microsoft precisa repensar o ícone de "salvar" dos seus programas... Disquete não dá mais!
neutral	3	1319023	Tudo sobre os jogos desta quarta-feira pela Uefa Champions League; Supercopa da França e Copa Audi !!!!!!!! ~http 
neutral	3	840603	Ganhe um Microsoft Office 2010 Professional ~http  via @user
neutral	3	2538925	qual seu celular? — samsung ~http
neutral	3	1762132	Surgem primeiras imagens do Microsoft Explorer Touch Mouse ~http  via @user
negative	3	224019	serio??? Amy Winehouse morreu
negative	3	1568059	porra não sei qual a animação do pessoal pra ficar vendo computadores por aí ¬¬ e ruim ainda ; sou mais sony ou dell do que hp
neutral	3	2263162	Inter vence Milan nos pênaltis e é 3° colocado na Copa Audi &gt; ~http  #tudopravocecurtir
neutral	3	1832424	É o proximo premio do @user ? =D @user Testando samsung i9000
negative	3	1771394	Tenho que concordar; dessa vez acho que a SONY forçou a barra; a voz na " Breaking News " não é do Michael Jackson; parece um backstreet boy
positive	3	720618	comecei a jogar JONAS pra nintendo ds; é bem dificil mas divertido =D
negative	3	444598	minha casa esta mal assombrada rapaaazzzz !!!!! ))):
negative	3	997224	a Paris Hilton tem algum tipo de sentimento? pq ela está sempre com a mesma expressão!!!!!!!!!!!!!!!!!!!!!!!!!!
negative	3	1257277	Creio eu que nintendista é o ser mais insuportavel da face da terra ; pior que torcedor de futebol; nintendo &lt;3
positive	3	783517	Tirei 10 na prova de inglês; mó tempo ki eu naum tenho uma nota dessa'
negative	3	774694	A falta de tweets do @user é um espanto.
positive	3	425400	muito legal o treino hoje estreiei o meu novo tênis nike ctr360 muito tri
neutral	3	222707	Quer ingressos p #NoitesCariocas c/ Zeca; Lulu; Encontro de Orquestras + brindes? Dê RT nesse tweet veja o regulamento ~http 
neutral	3	1123858	Os exames Microsoft @user serão reajustados  essa semana. Aproveite nosso treinamento e ganhe um voucher de 100%  ~http 
positive	3	34992	A abertura da press conf. da nintendo com as imagens de zelda e aquela orquestra fizeram rolar algumas lágrimas de nostalgia aqui =~~
neutral	3	209393	Hopi Night Eléktron estreia show inédito no Brasil que une 3D; laser e efeitos especiais ~http 
negative	3	1728356	meu pai eh mtooo burro ele nao sabe mexer no microsoft office word kkkkk minha mae ta ficando irritada hahahah
neutral	3	1128314	SEGUNDA CORRIDA DO AUDI DTCC EM CAMPO GRANDE ~http  via @user
positive	3	1851125	Jogar futebol no Nintendo SNES é assim que a vida deve ser... Indoo
negative	3	467686	twitter perdendo a graça -q
neutral	3	353102	Olhar Digital: Panasonic; Sony e Samsung se unem para produzir padrão de óculos 3D ~http 
neutral	3	17283	saindo aqui '
positive	3	2395061	ae mlkada o @user vai me arranja uma regata da nike e uma da adidas *-* ; AHHAHAAH'
positive	3	582934	Já ta quase chegando as ferias =)
negative	3	436667	tem pessoas que quando agente tenta esquece parece que e ai que ela aparece :(
negative	3	402829	gabriel em casa moleque chato
neutral	3	332064	alguem ta vendo altas horas falandoo sobre a legalização ? &gt;&lt;
negative	3	765562	naum eh possivel q naum tenha nenhum amigo disponivel p tomar uma breja
negative	3	2297759	ahh; nem vou mais pra igreja...titia ligou pra mamãe pra irmos pra lá! como sempre; vou ficar jogando nintendo com minha prima... --'
positive	3	888915	tem muito peixe; e peixe grande!!!
negative	3	250339	estudar quando chegar em casa....q raiva
negative	3	609156	#dançadosfamosos essa banda castiga os ouvidos;prejudica os dançarinos
positive	3	409281	Affff maria pai!!! Que homem lindo é esse??? É @user rsrsrsrs...
neutral	3	327907	Eu tava olhando minhas fotos; é muita foto :O
neutral	3	1467009	Audi A5 DTM; substituto do Audi A4 DTM nas competições de alemãs turismo. ~http 
negative	3	86762	ALGUÉM QUE ME AMA PODERIA ME DEIXAR JOGAR POTTERMORE NA SUA CONTA? PORQUE EU APAGUEI MEU E-MAIL PRA EU JOGAR E JÁ CHOREI MUITO COM ISSO D:
positive	3	675273	Vou ir comer um mc e depois vou ir no jogo com meu pai; seca os gambas! ahahahha
neutral	3	1179788	Lançamentos Sony para seu iPhone 3GS - ~http
negative	3	619271	Eai .. sei nada pra faser &gt; #TÉDIO
neutral	3	1832368	eu sigo a @user ; a melhor loja de revenda da VIVO; com serviço delivery e concorro a 1 celular Samsung 1086 ~http 
negative	3	1433493	Vou ter que usar o sony ericsson lixo ou o da claro mais lixo ainda ¬
negative	3	349624	kra vou ter um infartoooo
negative	3	694375	É triste ver o que a Sony tem feito com o nome do Michael. Em maio teremos um novo CD Póstumo do rei do pop. Deixem-no morrer!
positive	3	830933	Sorteio de um Samsung Star da @user #promocao ... vou ganhar !!!!
neutral	3	583914	ei galera vou fazer a tarefa do NI (eureka)
negative	3	942222	queria que o principal produto da Microsoft fosse desenvolver websites em html e css; talvez assim eles se comoviam e desistiam dos IE!
neutral	3	232547	Delicada como Boneca: SORTEIO DO BLOG : Secador rosa e Perfume Adidas ~http
neutral	3	1057679	Loja da nintendo comemorando os 25 anos de Zelda: ~http 
neutral	3	1306788	alguém sabe ; algum site qe veenda o Nike Dunk High ?
positive	3	523006	o jogo do scooby-doo foi mais legal até agora!
neutral	3	509627	Conexão Tecnológica: Nvidia e Microsoft deixam a PC Gaming Alliance ~http 
positive	3	1561596	Eu queroooooooooooooo. *-* RT:. @user  O Boné Nike do Centenário ficou irado! ~http 
neutral	3	629591	veja a dança do sapo (frog dance). ~http 
negative	3	160343	Sem contar que minha conexão com a velox parou do nada.. E eu pretendia ter uma conversa no msn antes de dormir... Que saco.
positive	3	1613657	78- meu notebook é o mais lindo ever ! ( Sony Vaio vermelho fosco )
negative	3	44104	ah que merda esse frio; não da vontade de fazer nada.....
positive	3	832718	"Passamos a amar não quando encontramos uma pessoa perfeita; mas quando aprendemos a ver perfeitamente uma pessoa imperfeita."
positive	3	602034	Minha amiga querida #Mirian. ~http 
neutral	3	500021	A Marina foi pra Prova
positive	3	694056	Ei ... Faça do seu dia da mulher o mais fantástico de todos ! - Passe aqui em casa ! haushuahsuhausa
negative	3	1427229	Putz Vei Toh Tentando Baixar O Sony Vegas No meu #PC Windows 7 Naum  Mais Naum To Conseguindo Alguem me ajude
positive	3	757085	Criptografia em dispositivos móveis....mais que uma obrigação...uma necessidade....
neutral	3	912084	Novo Audi A6 2012 chega em setembro: Novo Audi A6 2012 chega em setembro ~http 
positive	3	797500	salve o tricolor paulista; amado clube brasileiro #novositesoberano
neutral	3	1170209	PUCPR traz executivo da Microsoft para falar sobre impacto de tecnologias no mercado de trabalho ~http  via @user
negative	3	2102937	Pensa numa PORCARIA de celular... ele se chama SONY ERICSSON... :P
