sentiment	numberagreed	tweetid	tweet
positive	3	42389	#Holzwickede SG Holzwickede: Sommerfest bietet Spiel und Spaß ohne Grenzen: Nur noch zweimal schlafen und der Sp... ~http 
neutral	3	20858	wie wird nun eigentlich das iPhine 5 aussehen ohne #SteveJobs????
neutral	3	24236	TV-Show in Frankreich stellt Milgram Experiment nach. ~http
negative	3	38206	Mein Fresse blutet ohne dass ich eins aufs Maul bekommen hab .. Das soll mir mal einer nachmachen
neutral	3	48882	Der Sieger unseres Deployment Hero Contest; den wir zusammen mit Microsoft durchgeführt haben; steht fest! ~http 
neutral	3	64165	"Nokia und Microsoft attackieren die Alleinherrschaft von RIM" via It-business ~http 
neutral	3	20413	Der goldene Spatz ~http
positive	3	6415	Eine gute Nachricht gibt es noch: Mein Schnupfen ist verflogen! *__*
neutral	3	2308	Fotos Bilder sofort für Ihre Werbung PR Publikation die besten hier ~http 
neutral	3	14438	Katja Kullmann als Identity Theft Opfer bei Facebook: ~http
neutral	3	157701	Neue Produkte von Samsung im Kommen! Teil 1 ~http 
neutral	3	44469	;) ~http  Wahrscheinlich einer der bekanntesten Freizeitschuhe Produzent Gucci gucci
positive	3	3454	Unterricht ohne Lehrer ist toll. &lt;3
neutral	3	40280	Wichtige Hinweise zum Thema Personalienfeststellung: ~http  ~http  #s21
neutral	3	30453	Lieber frohe Ostern als ein mieser Western!
neutral	3	5817	Wahlergebnispräsentation Kreis #Kleve; #Wesel; usw. -&gt; ~http  ; wird idR. laufend während der Auszählung aktualisiert!
negative	3	13811	Wie ich einfach schon wieder kotzen könnte. Und heulen. Am Besten abwechselnd. Scheiße.
neutral	3	30803	ich brauch ganz viel motivation um jetz nicht todesmüde ins bett zu fallen!!!!  FREIWILLIGE VOR !!!!!
neutral	3	17331	Coach statt Couch ~http  #Mobbing #Mobbingberatung #Kassel
neutral	3	52751	Freihaltebedürftig? RT @user Netzwelt-Ticker: Microsoft will Apples "Appstore"-Marke löschen ... ~http 
negative	3	21777	jetzt schnell Musik hören bovor ich richtig schlechte laune bekomme!
negative	3	159988	Oh noez! Microsoft kauft Skype. Übermorgen geht die Welt unter.
neutral	3	757	Kanada: Doppeltitel für Thiem bei der US-Open-Generalprobe #kanada ~http
neutral	3	27541	Ich empfehle: Erklärung meines Telefonverhaltens ~http 
neutral	3	33976	Wie Sie ohne Investitionen einen Kapital von € 32;500; - erhalten können; finden Sie auf ~http  *** Bitte notieren Sie BIG_7843
neutral	3	33805	Sport: Real Mallorca fliegt zu einem Freundschaftsspiel am 27. Mai nach Kolumbien ~http 
neutral	3	154340	Neue Panne: Sony legt Kundendatensätze selbst offen - Golem.de ~http  #endless #story #sony #fail
neutral	3	41272	Gibt's da nichts von Ratiopharm? #Frauentausch
neutral	3	22635	Ich habe den Kanal von HDHomerJ auf YouTube abonniert (~http ).
neutral	3	26777	Falls wer die hölzerne @user findet; nicht mit Säge o.ä. bearbeiten sondern großflächig mit Kaffee einreiben. Fertig ist Kaffee Latte.
neutral	3	32924	Denkt bei euren Web-Sites an die Lesbarkeit - auch der älteren Internet-Anwender. Sonst kaufen die woanders!
positive	3	2647	Heute leg ich einen Martha Stewart Tag ein :) Wer will Tiramisu??
neutral	3	40958	#WHS News: Diskeeper 2011 bald für Windows Home Server 2011 erhältlich: Laut der englischsp... ~http  @user #NAS
positive	3	44720	Hatte gestern einen schönen Geburtstag :)
negative	3	1063	ER macht mich aggressiv...
neutral	3	22876	Bald bei Kliomedia: Glasproduktion. Archäologie und Geschichte: ~http  #glas #mittelalter #glashütten #archäologie
neutral	3	12506	Ein Lebenszeichen von Kittie auf meinem #Blog ~http 
positive	3	38669	hahahaha... xD xD xD... ich lach mich tot.. schön das man mir auf diese art und weise ein lächeln ins gesicht zaubern kann.. xD xD xD haha..
neutral	3	9737	Gewinnspiel auf @user - Als Gewinne winken ein Samsung Full-HD LED 3D Fernseher und iPads! #gewinnspiel
negative	3	31638	Dieser Domscheit-Berg ist so ein asozialer Spinner...
neutral	3	44649	64GB Ipodtouch = 400 € und 32GB Ipodtouch 300€
neutral	3	43357	20:30 Uhr Licht aus
neutral	3	15691	Familienurlaub am Achensee und vor dem Frühstück die ersten 10km gejoggt. #trainingslager
neutral	3	28285	Frühstück & Brunch: Rezepte; Tipps und Warenkunde - von Hannes Finkbeiner et al. - Matthaes. ~http 
na	3	39580	Wo yao feng le.
neutral	3	23046	So funktioniert ein Touchscreen ~http 
neutral	3	154160	Netzwerk-Mediaplayer Sony SMP-N100 für 75;90 Euro bei iBOOD ~http 
negative	3	46187	Das nenne ich ganz schön Mutig erst holt man einen der sanieren soll und will mit den großen Hunden pinkeln und dann keinen Arsch inne Hose
positive	3	17161	Frühling ist da!!!!! und es gibt grad nichts schöneres als Sonne
neutral	3	38248	morgen pulp ja oder nein? .grübel.
positive	3	1114	Soooo auf geht's Löwen kämpfen und siegen :)) (@ Eissporthalle Neuss) ~http 
neutral	3	26447	Heute #lateline anrufen? Vielleicht.
neutral	3	4198	haltet diese Gruppe auf : ~http 
neutral	3	6953	Mutti beim Elternabend.
neutral	3	339	#ff Liebe installieren:  ~http 
neutral	3	156567	Allerlei Verbesserungen : Microsoft zeigt Details des Internet Explorer 10 ~http  #N24
positive	3	17523	heute nachmittag gabs einen leckere bio burger... :) ~http 
neutral	3	6447	Immer wenn irgendwer Wanne Eickel erwähnt muss ich an @user denken :/
neutral	3	156478	"2001: Odyssee im Weltraum": Samsung holt Hilfe aus dem All ~http 
positive	3	45759	Heute gehts shoppen !!! Wir bringen Mama´s Kreditkarte zum glühen; oder nicht ??? Mal sehen !!!
neutral	3	34021	Letzte Chance: Sprachkurse zum Sparpreis *Auf alle EXPRESSKURSE gibt's 10 € Rabatt. &gt;&gt;  ~http  #Sprachen #lernen #Reis
negative	3	3945	Und heute lag der Frosch vor meiner Tür!Er war Tod.Tod Zerquetscht!Wer dahinter steckt is unbekannt.Die Freiheit ist schon lange Tod Freunde
neutral	3	141335	Marken-Umfrage: Sony beliebter als Apple @user ~http 
positive	3	27785	.. Frittenbude ist schon geil. (: &lt;3'
neutral	3	23448	Such den Fehler @user  ~http 
neutral	3	39302	#inappropriatefuneralsongs Wunder gibt es immer wieder ...
neutral	3	80400	Kann mir jm. sagen wer mich eben bei der Unterführung bei der ETS in nem blauen Audi KB.JB... gegrüßt hat? :D
positive	3	29738	Guten Tag an diesem herrlichen Freitag
neutral	3	17890	Kaum hat Microsoft Skype gekauft ... "+" wie neuer Kontak bringt ein Submenü für Neu ODER Suchen. Erinnert mich an Start -&gt; Beenden #iPad
neutral	3	44634	In einem Meer voll Schmerzen; ertrinken die einen; die anderen lernen darin zu schwimmen..'
neutral	3	37747	der Vertrag läuft bis 2015 RT @user ~http  ist Generalübernehmer der Berliner #Ampelschaltung
neutral	3	13158	Bericht in Fachzeitschrift ~http 
neutral	3	42136	Neu auf KL: 11. Filmkunstmesse | 19.-23.09.2011: Vom 19. bis 23. September 2011 treffen sich über 900 Kinobetrei... ~http 
neutral	3	37914	Die Frisur passt auf jeden Fall zum Text. #Lena #ardesc
positive	3	12540	Nach ADC Silber und Cannes Silber freuen wir uns über GOLD beim ADC Europe für die MB Sprinter-Bewerbung. ~http  ^JO
neutral	3	34228	Das Foto Konijnenberg Kenner-Angebot: Die Sony DSC-HX100 aktuell versandkostenfrei für nur € 469;00: ~http 
neutral	3	1655	LiebeEltern.de - Für eine sichere Zukunft Ihrer Kinder auf Facebook ~http 
neutral	3	21173	Kleiner Ausflug auf die andere Rheinseite: verkaufsoffener Sonntag auf dem #Stadtfest in #Wiesbaden ~http 
neutral	3	11689	Drastische Source Code Änderungen sind geplant beim Video Addon.Anregung durch User Raystar. Ein Player für alle Formate.Das heißt Arbeit :P
neutral	3	26952	helft @user Ist jemand aus Richtung München/Nürnberg/Regensburg am #dcc10 und könnte mich evtl. am Sonntag mitnehmen?
neutral	3	34454	Beim Baseball.
negative	3	785	wääääh~ blöde urm... keinen bock mehr zu lernen T__T
neutral	3	37419	Cappu und Keks — at Oldenburg ~http 
neutral	3	2230	Die Tage werd ich mal wieder meine Haare färben :P
neutral	3	26842	Schnellzauber-Sets [W1] - ~http 
neutral	3	2517	Die @user - Das unbekannte Wesen ~http
neutral	3	1563	Kandidat Peter Müller stellt sich vor. ~http
neutral	3	39558	Hier könnt ihr sparen ohne ende ;einfach mal rein schauen ~http 
neutral	3	24133	Ich mache grundsätzlich hinter meine Tweets ein "!"; damit ihr sie auch lest!
neutral	3	17336	Mobbing &amp; Andreas Höhne; Berlin-Reinickendorf ~http 
neutral	3	12219	Gewinne ein Jahresabo des Kiteboarding Magazin ~http 
neutral	3	444	Jetzt gerade auf VOX - Spiegel TV: Nachhilfe beim Therapeuten; wenn das Haustier Probleme hat - Sendung verpasst? Schau: ~http 
neutral	3	42551	Nachrichten Krefeld Krefeld - Königstraße: Stadt rudert zurück ~http 
neutral	3	64501	Dieses Video weitergeben -- NIKE ADVERTISINTG ~http  via @user
neutral	3	5157	Komme zu „Monkey Disko vs. Wicked & Wild  mit GANJAMAN live“ Freitag; 9. September von 22:00 bis 05:00 .... ~http 
neutral	3	8111	bin kurz ca 1h weg...bd le: *
neutral	3	6718	News Paper Wars für die PSP angekündigt ~http 
neutral	3	123606	Neue Arbeit für Samsung Österreich:  ~http  ~http 
neutral	3	1149	Deutscher Meister Kickboxen. Alexander Yoon ist Deutscher Meister in Dessau geworden! ~http 
negative	3	44627	Ich hasse dich Ich hasse dich  Ich hasse dich Abgrundtief  Ich hasse dich  Ich hasse dich  Ich hasse dich weil du mich nicht liebst #raheem
negative	3	21074	Schön; wenn im Bad das Wasser zur Abwechslung mal nicht aus dem duschkopf kommt sondern von der Decke tropft! :( #Wasserschaden
neutral	3	33838	Umwelt: Kolumbien will Holzeinschlag im Regenwald bis 2020 komplett einstellen und bis dahin 77% der Energi… (cont) ~http 
neutral	3	37430	#mitdemradzurarbeit Ich fahre immer mit dem Rad
neutral	3	511	Wunderkind stellt in NY aus ~http 
neutral	3	65102	Es ist soweit: es warten 10 MNY Sets auf Euch uuuund eine Nintendo Wii. Im 24. Türchen unseres Xmas Kalenders ~http
neutral	3	44453	Besuche die originalen Filmschauplätze in #Ludwigshafen und begib dich auf deine eigene Spurensuche am #Tatort. ~http
neutral	3	31620	Pommern im Siebenjährigen Krieg: Wissenschaftskonferenz und Ausstellungen am 20.05 in Kolberg. Weitere Infos unter: ~http 
neutral	3	28292	Kluge Köpfe kochen gesund: Das 1 x 1 der ausgewogenen Ernährung - von Alice M. Stockreiter et al. ~http 
neutral	3	11105	hat jemand ne Ahnung was so sehenswertes im TV läuft heute abend?
neutral	3	136896	Techniknews: "Office 365" - Microsoft Office Webapp im Browser - Beta startet heute; Anmeldung kostenlos ~http  @user
neutral	3	45568	Da habe ich die @user wohl so energisch angeklickt; dass 'sie' mir gleich wieder davongesprungen ist ... Soeben sicher eingefangen.
neutral	3	32719	Evolution: 13 Mrd. J.; Big Bang: Wasserstoff. 4;5 Mrd. J. biologische E.: Menschen ((C) by H. v. Ditfurth) ~http 
neutral	3	29911	Irgendwie verstehe ich bei der Activia Werbung immer; dass die Frau zwei Eisbären gegessen hätte.
neutral	3	28573	Achtung; jetzt kommt ein; nein kein Karton; sondern ein Test; beep; beep... #fb
neutral	3	26528	Karneval 2011: Cowboy oder Indianer?
negative	3	19514	Heute ist eindeutig einer dieser Tag wo man bereut jemals aufgestanden zu sein!
neutral	3	42501	! Samsung Handy; SGH - T659 in Krefeld: Funktioniert einwandfrei. Mit ladekabel und gebrauchsa... ~http  ~http 
neutral	3	39509	Essen ohne Stress: Wie Ihr Kind mit Spaßund ganz von selbst richtig essen lernt
neutral	3	6396	Lieber @user. Sagst du mir deine MC Server IP?
neutral	3	33337	Hat Anonymous jetzt heise.de runtergefahren; oder was?
negative	3	9694	Halsschmerzen / Kopfschmerzen ;( Nachher Zeitungen verteilen -.- Ob ich das überstehe ? :D
neutral	3	36001	.@weltonline: Aus für „Literarisches Quartett“ ~http 
neutral	3	20990	Premium Kleinanzeige: Microsoft Office 2010 Academic.... ~http 
neutral	3	4422	BGH zur Zustellung "demnächst" ~http  #fristwahrung
neutral	3	12882	New Post:  Samsung Chromebook ab morgen verfügbar ~http 
neutral	3	12804	Der erste Stock; die Haupthalle.  ~http
neutral	3	6157	Grüne beenden Koalition mit der CDU in Hamburg ~http 
neutral	3	35178	Weltweite Wii-Software-Verkaufszahlen von Nintendo: Nintendo hat eine Liste mit weltweiten Software-Verkaufszahl... ~http 
negative	3	40158	ich finds teils recht lachhaft; wenn deutsche meinen englische Übersetzungen von japanischen Texten zu übersetzen :D
negative	3	665	Neuen Podcast aufgenommen...Stimmung trotzdem auf dem Nullpunkt.
neutral	3	12672	Du kannst mir bestimmt sagen; wo ich in #Nagold länger als 3 Stunden #kostenlos #parken kann. #strafzettel #abzocker
neutral	3	12894	New Post:  Samsung Galaxy Tab 7 aufgetaucht ~http
neutral	3	44679	Wäsche bügeln
neutral	3	30379	Ob hier heute noch Sport vermarktet wird? ZWEIFELHAFT. #schaufelstillstand
neutral	3	22720	Brustkrebs Reha Bayern? ~http 
neutral	3	26532	So; wir bauen grade kräftig am Programm für die nächsten Monate. Nächsten Freitag starten wir aber erstmal so richtig für 2011.Bloomclub yo!
neutral	3	32804	PDS ® Performance Development System; 1 ganzheitlich-systemisches Entwicklungs-Konzept für Menschen (Leben) versus Kybernetik für Maschinen!
neutral	3	657	wer im schlamm steckt;kann über ein schiebedach froh sein. #searock
neutral	3	85134	Kleinanzeigen: Nur noch 13 Nintendo DS DSi Lite 3DS Spiele in Magdeburg: High School Musical ... ~http  Magdeburg Anzeigen
neutral	3	48866	You can touch this! Wie die Microsoft Touch Mouse entstand:  ~http 
neutral	3	68126	Wir sind auf der sony ericsson schulung angekommen. Mal sehn was es neues gibt.
neutral	3	33812	Angesichts des Absatzbooms in Asien und Südamerika wollen BMW und Audi ihre Aktivitäten in den Schwellenländern ausweiten... (Reuters)
neutral	3	12304	Microsoft veröffentlicht den "Building Windows 8" Blog: Bisher hat sich Microsoft sehr bedeckt gehalten; was ihr... ~http 
neutral	3	12728	gleich zum Nebenjob!!
neutral	3	18929	Oft werde ich gefragt; mit welchem Programm ich meine Fotos bearbeite. Mit #FixFoto arbeite ich schon mehrer Jahre ~http
neutral	3	39420	Haben gerade Kai Pflaume auf dem Microsoft Stand interviewt! #CeBIT #CeBIT10 ~http 
positive	3	43849	So endlich Feierabend :) Werd mir jetz erstmal ne coole Hose kaufen gehen dann nach Hause bissel weiter schrauben :)
neutral	3	11059	Neue Finanzregelung wird die Vereine verändern ~http
positive	3	132019	Wuhu mein Sony Ericsson Satio wurde schon auf 50 € geboten! So kanns weiter gehen xD
neutral	3	43541	MAN ist nun mit einem eigenen Kanal auf dem führenden Internet-Videoportal YouTube vertreten. ~http 
neutral	3	3316	Ich habe ein neues Foto auf Facebook gepostet ~http 
neutral	3	36148	Beliebte Produkte im Chemnitzer "German's" Bistro sind Croissants und Donuts.
neutral	3	44854	Und ja. Ich hatte vorher einen quadratischen Monitor :D
positive	3	3931	An Anika: Ich liebe das Kochbuch!! Ich muss unbedingt was daraus kochen! Danke für deinen Brief und den Geburtstagsgruß.
positive	3	18715	hat morgen ihren letzten offiziellen Schultag; eeehe eeh :-)
positive	3	3426	Das heute Abend war toll ♡
negative	3	20763	HAHA RT @user Scheiss Rockermähne-Sie musst beim kotzen meine Haare halten!
neutral	3	8792	Netzgeflüster:  Das war's - HAZ ~http 
neutral	3	32733	Corporate Wording mit Text-Bausteinen verleiht Business-Profil sowie Zeit- + Geld-Ersparnis für alle Kompetenz-Bereiche und jedes Business.
neutral	3	17290	Wichtig für alle die ein #ff geben - hier die Regeln in Deutsch: ~http  BITTE RT!
neutral	3	20530	NEWS von der Weltreise: Quiz: Auflösung und Gewinner ~http 
neutral	3	33076	#Bahrain #Libyen #Interview zur #Lage in #Japan und deren Ausmaß! ~http  #berlin
positive	3	25096	ja 6 siege aus 10 spielen super !! #duknb
neutral	3	19715	neuer follower "Lernen mit Lerninstrumenten; Team-; Verkaufs-; Persönlichkeits- und Werteentwicklung; Talentmanagement" wird mein schüler
neutral	3	177150	Basic Thinking verschenkt das Samsung S7070. Ich will mit in die Lostrommel: ~http  #Divatelefon
neutral	3	32738	Corporate Wording mit Text-Bausteinen verleiht Business-Profil sowie Zeit- + Geld-Ersparnis für alle Kompetenz-Bereiche und jedes Business.
neutral	3	11853	Von höchster Stelle: Hallöle! Wie die Gerüchteküche erzählt; soll der oberste Chef im Landkreis; Thomas Bold; sich... ~http
neutral	3	32119	Agile Projekte und Scrum in der Praxis: Elemente; Nutzen; Tools; Hürden ~http
positive	3	46108	man ist das schön DSDS gucken; surfen und Alk^^
neutral	3	32184	Flugspecial Asien; günstiger Thailandurlaub am Golf von Siam; Thailand Special von Etihad Airways... ~http 
neutral	3	34255	Die Foto Konijnenberg Wochenaktion: Das Samsung WB650 Urlaub-Set diese Woche für nur € 199;00: ~http 
positive	3	44570	Endlich ein anständiges Piericng für die Zunge gekauft; ich kann wieder reden!
negative	3	41728	Mein Daumen faengt an zu kratzen Dc
neutral	3	505	Französische Revolution von 1789 - ein kurzer Überblick ~http 
neutral	3	42856	Auch ich muss mal wieder arbeiten gehen :D
negative	3	2013	Und manchmal nervt es; dass NewYorker keinen Onlineshop hat. D:
positive	3	44514	...morgen warsch. eLp mit den besten Mädis :) ...ennnnnndliich wochenende....guck mir jz GZSZ an :)
neutral	3	24758	MORGEN !!! SAMSTAG !!! LUST N LOVE !!!! LIVE !!! ROADRUNNER'S ROCK & MOTOR CLUB !!! U-Bhf Senefelder PLatz !!! AB 11 g… ~http 
neutral	3	37113	in letzter zeit will ich nur noch schlafen
neutral	3	9944	Wer fordert jetzt ein Fernsehverbot von G. #Depardieu?
neutral	3	99210	Jemand interesse an ein Sony Ericsson Satio? 1 Jahr noch Garantie.. Melden ;&gt;
positive	3	25669	Heute Essen war supii :**  hBa dich lieb
neutral	3	40838	Wünsch dir was  ~http 
neutral	3	31466	Komme zu „Festliche Konzert Gala 2010: DON KOSAKEN CHOR SERGE JAROFF“ Sonntag; 7. November von 16:00 bis 18:30 .... ~http
positive	3	6939	Ist es nicht süß? :P ~http 
neutral	3	20934	Aktion Jackson was los wo bleiben die Lappen die du schicken wolltest?@Sinnhat21
positive	3	19060	Dieses Video musst du dir ansehen! -- glenn frey - the heat is on video ~http  via @user muß sein ^^
neutral	3	9511	So; jetzt erstmal anziehen & arbeiten gehn ... xD
neutral	3	15416	Markt: Suche Reitbeteiligung in Dresden - Kleinzschachwitz ... ~http
na	3	23679	gibt gleich Nachhilfe .. 2 Stunden lang :/ naja egal  ;D .. Morgen Montag ..oooooh kein Bock alter. Nur noch 12 Tage dann endlich 15 :D
neutral	3	32917	... erinnern wir uns: Deutsche Steuerhinterzieher verursachen 10 mal höhere Schäden als der gesamte deutsche Sozialetat beträgt!!!
neutral	3	35835	#nowplaying wir sind helden - die ballade von wolfgang und brigitte
neutral	3	35179	Website zum 25-jährigen Zelda-Jubiläum geht online: Nintendo hat heute die japanische Website zum 25-jährigen Ju... ~http 
neutral	3	26199	Mit Pfeil im Gesicht??
positive	3	21678	Plant ein Wochenende in Hamburg. Tolle Stadt; tolle Leute!
neutral	3	23547	Modebewusst; Links; BMW.@~http  #Hohmann-Dennhardt: Eine rote Dame für #Daimler (von Lisa Nienhaus) ~http
neutral	3	22857	Unser Angebot für Latinisten und andere Philologen: ~http  #latein #mittelalter #ausonius #philologie #verlag #kliomedia
neutral	3	39955	Er fliegt immer an der Wand lang und macht 'pfffffffffff' oder so.
neutral	3	98859	Nachholbedarf beim E-Antrieb: Audi forscht in China - News - FOCUS Online ~http
neutral	3	24009	Und am Ende der Straße steht ein Haus am See.
neutral	3	5889	Dana International? Kommt wohl grad in den Stimmbruch... #esc
negative	3	9775	man scheis schule! könn mich alle ma! scheis lehrer! sollen sich doch alle figen!
neutral	3	31628	KOLOBRZEG.DE bzw. KOLBERG-URLAUB.DE verbessert das PageRank auf "4" und zieht damit mit dem offiziellen Portal der Stadt gleich!
neutral	3	9008	Ich bin morgen bei #twremen die mit 'nem älteren werdertrikot von boenisch (2) :)
neutral	3	37034	"Hier sehen wir den weltberühmten Schriftsteller im Begriff; sein jüngstes Manuskript einzuwerfen..." (Snoopy) :D
neutral	3	26251	Heise-Forum zum iPhone: "und wenn du eine Tastatur hast - dann hast du auch kein iPhone.." "ein Smartphone sie zu knechten..."
neutral	3	11827	coco bar mit Maria; Ahmed; Riyat und Bertan :D
neutral	3	21218	Photo´s online bestellen; einfach auf sn......sh herunterladen und sogar bearbeiten; easy
neutral	3	29057	der aktuelle Sportplan ~http 
neutral	3	39692	MAD Plastic Fantastic! Neben unseren extrem populären; sehr fängigen Imitationsködern aus Plastik bieten wir jetzt... ~http 
neutral	3	5688	Die Erfahrung ist wie eine Laterne im Rücken; sie beleuchtet stets nur das Stück Weg; das wir bereits hinter uns haben. Konfuzius
neutral	3	34803	#Petition Anlegerschutz: Unterstütze die Forderungen nach strikter Kontrolle der Banker ~http  #toobigtofail #finanzkrise
positive	3	39979	wie süß *-*
neutral	3	160212	Twitter-Gewinnspiel von SE: @user folgen; #WinSatio posten und ein Sony Ericsson Satio gewinnen
positive	3	30040	Verdammt; war der Film cool! #fastfive
neutral	3	42238	#ISP #Domains : Preiserhöhung für #TLD .tc ( #Turks- & Caicosinseln ) um 1;50 € - NEU 22;50 € für 1 Jahr - ~http 
neutral	3	36875	Schaue jeden Tag bei @user vorbei!
neutral	3	129825	2nd Level im Microsoft Umfeld zu besetzen: näheres hier ~http  oder direkter Kontakt
neutral	3	10491	Nich daa - ma eben weech.
neutral	3	16533	Ich hab das mal ausgerechnet. Komme auf 6743 Jahre Beziehungspech durch Unterbrechungen von Kettenbriefen.
neutral	3	167706	Hergeschaut! Nintendo auf der GDC ~http 
positive	3	18304	Eine phantastische Sängerin ist Toni Childs. ~http 
neutral	3	5571	Ändere Deine Worte; dann ändert sich Deine Welt!    ►► VİDEO  ~http 
neutral	3	29845	Der @user verträgt glaub ich nur den Fusel aus dem tetrapack am besten vom günni
neutral	3	85125	Kleinanzeigen: Sony Ericsson Xperia X10 mini Pearl/White Pink in Magdeburg: Ich verkaufe mein... ~http  Magdeburg Anzeigen
negative	3	7139	ich will meine Kamera jetzt. sofort. meeeeh ._. und ich Doofkind hab auch noch meinen Stick mit den Fotos in der Akademie vergessen &gt;_&gt;
negative	3	17682	Der gestrige Abend war.. kaputt.
negative	3	3844	Fuck. Ich bin krank. Letzte Nacht gebrochen und heute total im Arsch.
neutral	3	96234	Handy-Markt: Samsung und Apple stoßen Nokia vom Thron ~http  via @user
neutral	3	34749	Schweinefleisch-Produzenten wollen Probleme selbst lösen ~http  via @user
neutral	3	100809	Endet heute: Hilton - Sparen Sie 35% bei Ihrer Buchung von mindestens 2 Nächten im Hilton Antwerp mit diesem Hil... ~http
neutral	3	33024	Ganz frisch: "Plan B" von unserem Debütalbum "KonTakt" - sexy compiliert: ~http 
neutral	3	25799	Testankündigung - Xtreme cellulite Creme... ~http 
neutral	3	29172	Nicht Gesund; aber Mitten im Leben: Foto des Monats: September 2010 ~http 
negative	3	37073	und dann kommt der Tag an dem die ganze Welt unter dir zerreist...
neutral	3	33540	Coripa Maßkondome - Heute letzter Verkaufstag - nur noch bis Mitternacht bei uns erhältlich: ~http  Jetzt noch zugreifen!
neutral	3	17282	Wechsel von XING zu LINKEDIN...ist es von Vorteil oder wieder nur ein Zeitfresser? ~http  Mein Tipp: Zu LINKEDIN WECHSELN
neutral	3	105251	Update für Deutsche Samsung Galaxy S2 mit dem DBT Product-Code via KIES
neutral	3	4315	Ausführliches Qype-Profile-Update erfolgt: ~http
negative	3	13502	die jugend heutzutage..
neutral	3	3470	Definiere "Erzählstruktur"! #verwirrterGeldgeiler #Domian
neutral	3	99791	Mit einem Retweet an der Verlosung von 15 Nintendo DS teilnehmen =&gt; ~http  für Affiliates + Retweets
neutral	3	33936	Kolumbien & Gesundheitstourismus: Vom 18. - 19.05 wird auf dem 1er "Encuentro Internacional de Oportunidade… (cont) ~http 
neutral	3	14093	Sitze in der Schule und teste mein Google Twitter Gadget
neutral	3	44965	Wie findest du die werbung von katy perry auf prosieben?
negative	3	29500	Unglaublich; dass es immer noch Blogs ohne RSS-Feed gibt...
neutral	3	42594	#einkaufen #sparen #1: Samsung EB-K1A2BEBEGSTD Akku mit Gehäuserückseite für Galaxy S II: Samsung EB-K1A2BEBEGST... ~http 
neutral	3	184637	Nächstes mal werde ich Microsoft Sam "Nooo" sagen lassen und daraufhin dem Patienten sagen: "Computer sagt nein..."
neutral	3	34116	Angebotswochen für Tattooentfernung haben begonnen...
neutral	3	32805	Unsere Marke: PDS ® Performance Development System; ein ganzheitlich-systemisches Entwicklungs-Konzept für Personen + Unternehmens + Org.!
positive	3	43836	Weihnachtsmarkt war geilo. Jetzt nach hause und dann überlegen was als nächstes anliegt :)
positive	3	39788	Ja geil Noiceroom is dick! Lass ma abgehen!!!
neutral	3	15896	HEUTE 02.07.10 Jam Session |Start 21:00 Uhr| Eintritt 2€ (Vereinsmitglieder frei) ~http
neutral	3	2250	Für alle; die wissen möchten wir man ein Gespräch ganz einfach in Richtung XYZ lenkt:... ~http 
neutral	3	46259	Tagesstatistik: 308 neue Beiträge; 16 neue Themen; 12 neue Galeriebilder! Verpasst? ~http 
neutral	3	34282	Rheinterassen mit Helena - Sonnenanbeten Folge 2
neutral	3	34926	Rommel und kein Friede: Darf man einen von Hitlers wichtigsten Kriegern; nämlich den Generalfeldmarschall Erwin ... ~http 
neutral	3	33785	Die kolumbianische Künstlerin Raquel Hofer beteiligt sich am Freiluftsymposium vom 30.08.-3.09. in Neuenrade ~http 
neutral	3	20874	Wohnen - Ideen & Inspiration: Am Wochenende macht man es sich doch am liebsten gemütlich; oder? Zumindest am Son... ~http 
neutral	3	57720	Drucker-Sonderpreise: z.B.: Samsung ML1860 um 35;- Euro; Canon MX360 um 49;- Euro; Canon LBP5050N um 135;- Euro exkl. MwSt. Unglaublich!
neutral	3	1193	Ich mache keinen #ff weil ich faul bin oder so; ich vergesse nur immer wann grade Freitag ist :'D #nurzurinfo
neutral	3	45807	#MNvienna FHWien grüßt Dejan Palalic und freut sich auf den MobileMonday #momoat //mg
positive	3	46086	freundin is da :D
neutral	3	22120	Wir haben zwei neue Outdorseite in unserer Blogroll: Freiluft-blog (~http  und Trekking | Blog (~http )
positive	3	30757	Ach ich liebe mein Samsung Galaxy S mit Android ..und Danke Appel du hast gezeigt wie ein Smartphones sein muss
neutral	3	8933	iPhone Apps Update: Erde und Weltall - Die neuen Irrtümer der Allgemeinbildung | Leseprobe (books): .. ~http  ~http 
neutral	3	43023	Soziale Netzwerke wie #Facebook oder #Xing werden bei der Polizei bei der #Fahndung nach Verkehrsündern immer beliebter. ~http 
neutral	3	43694	Dieses Video musst du dir ansehen! -- Hate2Lose- Skaten und Konzert Kassel ~http 
neutral	3	124846	Machst du dann dieses Zeitraffer mit Power Director oder mit Sony Vegas weil mit(@YouTube ~http )
na	3	17370	Ist mal wieder auf dem Weg nach Mannheim. Schön. Und wieder ein mal ist die Klimaanlage ausgefallen. Nicht schön.
positive	3	7041	Ja das wars :) aber jeder tag mit dir ist toll &lt;3
positive	3	32445	wasfür ein fetter sound: get well soon - und legal kostenlose live ep ~http 
neutral	3	8289	oh schon fast vier :/ warum bin ich denn noch wach??
neutral	3	6169	Geld sparen und verdienen ~http 
neutral	3	42745	Die Sparkassenkunden im Freistaat geben wieder Geld aus − vor allem für Häuser und Grundstücke. ~http  #Kredite #News
neutral	3	20991	Kostenlos inserieren im Anzeigenverteiler anzeigenschleuder ~http
