sentiment	numberagreed	tweetid	tweet
neutral	3	704775	Your parents are'nt always right.
neutral	3	334684	Wimpy LOL"@carolinagrowl: One practice instead of two? Two less hours of standing in heat! RT @user @user why are u for it?"
neutral	3	2000460	: If Julian Assange was in China+Twitter ~http  via @user #p2 #tcot
positive	3	3480279	so is loving these Nike Heels :D they killah as
neutral	3	3045060	Fresh on nike shoes: Be reminded
neutral	3	1311301	Summerr reading. #letsseehowthisgoes
neutral	3	858869	OutKast Big Boi Performing at Liv nightclub ~http 
neutral	3	2068071	Check out my guest blog today; "Oooops!" ~http 
neutral	3	474194	Ooh-Way handles hype; sends Team Nike to first defeat in epic clash - NYPOST.com ~http  via @user @user #BxStandUp
neutral	3	2841771	Day 2 of #curatethecampus '~http  Wheel House' ~http 
neutral	3	3320469	Win a Sony Playstation 3 @user ~http 
positive	3	429770	Up early this morning to watch our @user guys play in the Adidas Invite. Good luck guys...can't wait to see you compete!
neutral	3	3059449	I am attending ~http  The Free Microsoft Office 2010 clinic.  Free Microsoft class to first 50 registrants.
neutral	3	3282976	According to a Microsoft Survey 6 out of 10 people are interested in mobile coupons #mobile #coupons
negative	3	2723392	Both of are mad for nothing!!!
neutral	3	3117235	Opening Night at the Las Vegas Hilton is August 2nd!! Check it out! ~http 
negative	3	1415783	Damn it!! I BROKE MY NEW FUCKIN PIECE!!
negative	3	745781	What happened to BING? We r writing 2 notify u that Bing cashback program will b discontinued; last day of purchases will be 7/30/2010. HUH?
neutral	3	2659399	Say it 2times gucci gucci 2times
negative	3	545397	OK; y @user gunna delete his tweet; WEEK ASS NIGGA!
negative	3	826147	#talkshitgethit
positive	3	921023	Looking forward to the E3 Nintendo conference; it's gonna be great! #GTE3: ~http 
positive	3	1272648	The DC FABB Event was fabulous!!! #DCFABB #DC #Fashion (@ Dirty Martini w/ 7 others) ~http
neutral	3	272652	What's your thoughts on Government legislating workers back to the job? Canada Post workers return to work on Tuesday …~http 
positive	3	2784311	Dads wedding today at the hilton house hotel can't wait ;) &lt;3
positive	3	985950	Silent Library; you make me laugh and feel smart.
neutral	3	3547923	Google; Bing and Yahoo Sitting in a Tree; S-C-H-E-M-I-N-G ~http  via @user
neutral	3	1632935	New Microsoft Security Tips : ~http 
negative	3	2186255	Yea i am &gt;_&gt; RT @user @user Aww damn Bree gone kill us both baby :o
neutral	3	897142	Like Adidas on a Zebra U kno Dat i got 2 many Stripes The Strap tucked under da wifebeater way 2 many Nites
neutral	3	1204809	New post: Nike ID Studio | Vogue Fashions Night Out 2011 Lisbon ~http 
neutral	3	750149	Check this video out -- Gucci Mane - Lemonade [OFFICIAL VIDEO] ~http  via @user
neutral	3	1341132	Atoms make up molecules .. molecules make up cells lls
neutral	3	1453403	Letter To Daddy on Father's Day ~http
neutral	3	2100464	Games compare and contrast: ~http  optimistic designers vs ~http  Microsoft PR.
neutral	3	317893	First set Fran. Forza!
positive	3	242881	obsessed with trust issues remix from @user it's SO GOOD!
neutral	3	109085	Find out about promotions early - Join the discussion in our LinkedIn Group for Microsoft Partners: ~http
neutral	3	2248886	New blog posting; OEM Fujitsu-Siemens Microsoft Office Pro 2007 Medialess Licence Kit - ~http 
positive	3	685561	THANX 4 the support! LUV the SCRUF and wild biker like look.  Looks like a sunny day.  stay safe. ~http
positive	3	440368	I'm soo happy
positive	3	2253989	Waaaaaayyyy to pretty outside to be inside studying..... so I'm not! #sundayfunday
positive	3	1043824	Definitely the best thing I've seen on #E3onG4 was HD quality on a new Nintendo system...welcome to the fight Nintendo
neutral	3	282441	Inside source states Port of Tobruk is operational.
neutral	3	90679	$300 off if you register for the conference today at ~http   Also; you can... ~http 
neutral	3	2856618	Posted a new song: "GUCCI GUCCI ASIAN REMIX" ~http  #music
positive	3	2313215	Had fun last night...like good old times!
neutral	3	709468	Don't touch the Cupcakes!! ~http 
negative	3	1812829	Dang I forgot about this City Code of Ordinace Training today 2 Long hours.....FML
neutral	3	1473322	''After all this time?'' ''Always'' said snape.
neutral	3	3430462	Yes; Microsoft Did Change The World More Than Apple ~http  via @user
neutral	3	154736	[WATCH] adidas Originals – All Originals; Iconics Commercial 2011 [VIDEO]  ~http  via @user
positive	3	2252912	I want Nike MAG shoes so I can be as cool as Marty McFly. :D Maybe some of those Portal 2 socks too.
neutral	3	2621983	Check out the book from @user The Fourth Greenwich Annuale ~http 
negative	3	1344977	Pfffft theres no point trying to listen to this lecture after a bottle of wine....it's beyond boring...and sleep would be more interesting!
neutral	3	2287559	Check out Microsoft at BETT this week - discussing all forms of education technology and the latest government Home Access initiative!
neutral	3	23468	Biggest cricket ever in the laundry room ~http 
positive	3	219806	Just got my Adidas Evileye Halfrim Pro in colors shiny black/green. That looks beautiful with my bike and outfit. Thanks vd Zwaard Optiek!
neutral	3	191733	Tier Zero Nike X Questlove Dunk High BZ & Strap (415924-601); (434245-700) ~http
neutral	3	1751554	I posted a new photo to Facebook ~http 
neutral	3	2386835	Concept: Samsung “Galaxy Skin” combines 4-inch flexible display and Android “Flexy” ~http  via @user
positive	3	155835	My mum is on FB! Wooh! :)
neutral	3	3203527	Tune in to BET's 106 & Park tonight at 6:00pm to catch Mariah LIVE & the premiere of her OBSESSED Remix video feat. Gucci Mane@Mariahcarey
neutral	3	1125086	I just ousted Justin B. as the mayor of Shepherd's Bush Railway Station (SPB) on @user! ~http 
negative	3	104807	But I don't LOVE HER.... (( Gucci voice ))
neutral	3	574415	Those were metaphorical Nike laces.....
positive	3	2914720	I get to go get some new nike running shoes today. More motivation to workout. #skinnythoughts
neutral	3	2339475	August 9th is the release date for my @user remix .. 'Best Thing I Never Had (Lars Behrenroth Club Mix) dropping on @user via Sony Rec
negative	3	2211416	I hate my dentist he watches trueblood and has ugly gucci shoes #fagbag
neutral	3	2436803	Where is my Love @user.
neutral	3	2196360	I just updated my Squidoo page: PlayStation 3 vs Xbox 360 vs Nintendo Wii / ~http 
positive	3	3562149	This new Nintendo system has some lofty goals! #E3onG4
neutral	3	2421807	$115.0 (23% off) Sony BDP-S480 3D Blu-ray Disc Player at CompSource ~http 
neutral	3	1748948	what will it be?? The iPhone 4 or the Samsung Galaxy S2?
positive	3	277712	Always a good time! :) RT @user At happy hour with ms @user; happpy belated birthday; loveeee youuuuu
neutral	3	1832878	~ Microsoft - Skype...done deal!  ~http  I wonder if Skype will continue to be Linux friendly?
neutral	3	155091	New blog post: ~http  - Register your interest to attend Microsoft Dynamics™ Certification Training
neutral	3	1118822	True RT @user RT @user @user @user I'd rather have famous friends than be famous myself
neutral	3	2947518	win latest Sony Laptop ~http 
neutral	3	2602456	Add sauvignon blanc to that list too
negative	3	902513	i need to switch out of this class. Asap. This teacher does not know how to FUCKIN teach and im gettin hella mad.
neutral	3	1592838	JUAL Sepatu NIKE THE OVERPLAY IV ORIGINAL 100% BRAND NEW IN BOX  ~http 
neutral	3	1849828	Georgia Attorney General is Defying Orders from the Gov. to sue over Health Care Bill  Attorn...  ~http  mesothelioma lawyer
neutral	3	375636	working on my fan fiction.
positive	3	1894469	O yea so sweet baby.................
neutral	3	1450896	Headed over to #IIDA Career Bootcamp on the 14th floor of the Holiday Inn Mart Plaza at #NeoCon11. Hope to see you at 11:30am with @user
negative	3	550489	dang eagles lost
neutral	3	2593379	what to do... what to do...
neutral	3	2713942	#10favouritesingers (in no particular order; too hard!) 1.  Phil Anselmo 2. Corey Taylor 3. Michael Poulsen 4. Serj Tankian 5. Ivan Moody
neutral	3	2053621	Come to "MRC Cookout; Candidate Fair & Straw Poll" Sunday; August 28 from 12:00 pm to 3:00 pm. When: August 28 @... ~http 
neutral	3	416400	LOLLYPOPS FUND 1st Charity ball is happening at Hilton Dartford Bridge Hotel on the 26th Nov 2010 7pm; don't forget to grab your tickets!!!!
neutral	3	2321320	What the new Nintendo 3DS looks like in 3D ~http 
negative	3	1827176	this samsung android is ruining my life!!!!!
neutral	3	155083	New blog post: ~http  - Maximizing Success Delivering Microsoft Dynamics
neutral	3	766699	We are discussing the new Microsoft FTE Subscription licensing model which will give us the buying power of LAUSD.
positive	3	1658491	At the Silver Clef Awards. Richard Connell at Sony - upmost respect for a wonderful speech.
neutral	3	1475242	I Think Its Hy Time 2 Publicise My Huge Admiration 4 #DuncanMighty : *OnPoint*
neutral	3	3238040	Celine Luggage Tote or Gucci Heritage Boston via Shopping and Info - Does this bag look vaguely familiar to ... ~http 
positive	3	2682681	I bet this hotel is what heaven looks like. Go hilton suites!
neutral	3	912337	Watching air force one!
negative	3	3250664	Nobody likes a primark girl with a gucci attitude loooool
positive	3	796672	Shutter Island is a great noir film with an awesome cast of character actors. Loved it.
neutral	3	1527271	so who is ur favorite singer (@godsgirl8494 live on ~http )
neutral	3	2203290	Catch the Thunder versus Mavericks games on who will win the Western Conference Final
neutral	3	1822566	“@RealFreakyGotti We get high as fuck and just do it... Get our Nike on”
neutral	3	3470096	Check out this 1950's brochure for the Statler Hilton Hotel. Note the caption for the "Copper Buffet." "Featuring... ~http 
neutral	3	3351551	Summer of Audi event is almost over
neutral	3	270122	Chris Brown Fan: "Keeping Rolex Didn't Cross My Mind": The fan who handed in Chris Brown's $22k Rolex which he l... ~http 
neutral	3	650899	HUMAN 2.0 DIGITAL RELEASE JUNE 15. ~http 
negative	3	756792	#BET jokes don't do it for me anymore. RT @user @user you sir don't know shit about comedy
neutral	3	2359280	Want free mobile coupons on your phone? Try Clip Mobile. Read the article here: ~http 
positive	3	155546	New BLACK Audi A3 S Line delivered to Ashby de la Zouch just now: "Hi Ling Car has arrived. You're right about the gangsta look! Lovely"
neutral	3	1415182	#inappropriatefuneralsongs ANY TWERK SONG !!!
neutral	3	2325580	Having glitches with UR Microsoft outlook? Could be damaged .pst data. Try this program ReviewMOZ featured. ~http 
neutral	3	2895652	It's A Hard Time To Be A PC Maker -- And That Spells Trouble For Microsoft ~http  via @user
neutral	3	1990345	Currently reading ~http 
neutral	3	789661	No VzW? RT @user Samsung unveils Galaxy Note - a new 5.3-inch; dual-core phone with a SuperAMOLED HD display ~http 
positive	3	2274162	I WANT THEM!!! RT “@~http  Nike Air Mag AKA the Back to the Future Shoes Are Real; and They're Glorious - @user ~http 
neutral	3	1841665	Paris Hilton -- Training to Become Most Powerful House DJ Ever?  ~http 
neutral	3	2140296	Blog Post: Adidas SLVR - Space Travel ~http 
neutral	3	1080622	I have to experience things in order to learn.
neutral	3	2454986	Intercall Audio Conferencing Platform Integrated with Microsoft Lync Online ~http 
negative	3	1429686	Air Mag? why release now? it's been decades. could be wrong but is Nike running out of ideas? #McFly
neutral	3	55926	Are you A MICROSOFT CERTIFIED SYSTEMS ADMINISTRATOR??? Position available in New jersey!!
neutral	3	907175	Having beers (@ The Lodge) ~http 
positive	3	2510726	you're so sweet baby
negative	3	1063099	Dem All Black Adidas Is Sooo Ugly 2 me!!#Uhgggg
neutral	3	388647	News: PlayStation Network outage: Sony investigating credit card security - ComputerAndVideoGames... ~http 
positive	3	1009692	I'm in love with the NIKE "pressure makes us" commercial that comes on during all the US world cup games #inspiring
positive	3	1283694	Argh!! Chance has a new Audi convertible! Scored a ride home tonight LOL xD
neutral	3	1587978	Interesting: Apple is globally nr.1; Google is nr.2; and Microsoft only nr.5? ~http  via @user
positive	3	1193790	Baby; you summertime fine (; @user
neutral	3	1576703	Cake Mania Main Street comes to Nintendo DS this spring. Go beyond the bakery and equipment shops like a Burger Barn. ~http 
neutral	3	761085	Help Cameron Jones win the Lowe's Senior CLASS Award! ~http  #lowessca
neutral	3	341559	In The Car On My Way Tuu School
neutral	3	912231	Apple wins ban on 3 Samsung phones in 10 European nations  ~http 
neutral	3	2142664	Chippi! (at Mirasol's Cafe) #SCVNGR ~http 
neutral	3	655331	#NP 2Pac- Me against the world
neutral	3	629460	Y would u say dat?RT @user If your boyfriend has his sun shades in the wrong box ie " Gucci in (cont) ~http 
negative	3	1777598	Eric Maynor just blew the game and series... #Thunder
positive	3	1209739	thank you @user for a great dinner! mmm pasta bar #smellslikecack sorry @user had to get it in
negative	3	360502	Damn it.  Too hard a push into the corner.  #kbshow
negative	3	1961800	X-Factor axed Cheryl Cole;Some other bint's in her role;She should just fuck em off;& run off with The Hoff;Coz Cowell is a fuckin arsehole.
negative	3	1705322	I'm actually so annoyed at the Sims people - they screw up the game; twice; and then don't respond wen I ask for help because its messed up?
positive	3	2306129	congratulations to Hugo Mason for winning the signed Manuel Almunia Nike Gloves.
neutral	3	902801	Camera SONY ALPHA DSLR-A700 DIGITAL CAMERA+16-105mm 8GB KIT Price: $380 USD Online Order: ~http
neutral	3	2548428	#nowplaying Kreayshawn - Gucci Gucci
positive	3	568746	It's a beautiful day in the neighborhood. ~http 
neutral	3	1816243	It be like that sometimes.....
neutral	3	2469782	This chick got her feet pierced
negative	3	2736357	There is nothing attractive about ghetto white girls. Take the Nike high tops off and put on some sandals.
positive	3	286758	I turned in my app to be a TNT Mentor for the Fall Season.  NIKE Women's Marathong here I come! New fundraising goal of $3300.  GO TEAM
neutral	3	1934915	I'm not romeo I'm gucci hoe; tryna bend you over @user
positive	3	1829945	Good Morning; I'm having a good day so far. Missing my honey bun Mike but I will see him later.
negative	3	1663652	thinking of winter in atlantic canada.. not fun
neutral	3	1345412	I'll advise you... don't mess with me: I know Karate; Judo; Tai Kwon Do; Jujitsu and 28 other dangerous... ~http 
neutral	3	3335720	Thinking of going to the Gucci store  idk if thats a good idea
positive	3	1986676	Calling all students... The Sony Centre have some great offers to help you prepare for a new year at colleg… (cont) ~http 
neutral	3	742331	Cool RT @user Recipe search? Bing there; done that. Better. ~http 
positive	3	2398633	Its such a ego boost to my music when someone asks to write songs with me cause they like my stuff.
negative	3	2708590	being trusting bites me in the ass. fuck people. way to screw me over. ALSKDJALKSDJAKLSJDAKLSJDLKASJDLKJASDLKASDJLKASJDALSKDJLASKDJ
negative	3	1743947	I completely understand why people don't vote when a vote for ur beliefs is a WASTED VOTE #cdnjoke #canadafail #strategicvote41
neutral	3	2274893	I favorited a @user video ~http  NIKE CHOSEN: TETRA CREW
neutral	3	2344689	'Official' Sony Pictures trailer for The Girl with the Dragon Tattoo has now gone live: ~http 
negative	3	1539711	Anyways that pisses me off. The thing is its a casj nike bag nothing cool at all. Ah!
neutral	3	294902	Watch "Nelz  N Woody Kane - Looney" on YouTube - ~http 
positive	3	2125945	:-) #TheVoice was A-M-A-Z-I-N-G tonight!!!
positive	3	3089298	Bought microsoft office 2011 for less than 10 dollars. One of the many reasons why I love thailand.
neutral	3	330692	When asked if you "have a sec" and you answer "I have lots of secs"; they will forget their original question. #guarantees
neutral	3	897168	Im Royalty like King Tut i got sum1 2 Introduce ya 2 Shawty dats dese nuts lol Gucci Go Ham
neutral	3	774970	Navapashanam is ancient asecret Ayurvedic herbal formula.at our next meetup ~http 
negative	3	101921	Kinda feel a little ripped off on this one.  ~http 
neutral	3	174167	One of my best friends from highschool wants me to help her sell tickets to a Gucci Mane concert -____- that night i'm going to be #GONEEE
neutral	3	2516748	Nokia and Microsoft sneak a peek at working together with apps for Symbian ~http 
neutral	3	2559375	lets get another million tweets especially for the new HD nintendo dreamcast controller; best of it's time wiiU way 2 take credit #E3ong4
neutral	3	2357032	who's going to bamboozle?
neutral	3	2423120	New post: Samsung patent applications published on 08 September 2011 ~http 
neutral	3	445847	Rapper Gucci Mane has confirmed he and Britney Spears will record a new song for her unreleased album titled "Hit"... ~http 
neutral	3	1731242	flubber134: Sony iPod Dock Station with Bass Boost: Great Docking Station! Model SRS-GU10iP Compatible with all ip... ~http 
neutral	3	742353	Portland's newest concert venue: The Bing Lounge ~http 
neutral	3	1456240	For you gamers not @ #blogher11! Tweet #UbiAtHome to win a Nintendo DSI & Imagine gift pack from @user. One more winner!
neutral	3	109157	Dwonload the Latest Microsoft Security Intelligence Report - version 8 covers July 2009 through December 2009. ~http
neutral	3	154167	Check out the new blog on how to prepare an electronics PPC account for Christmas from the Microsoft Advertising Team: ~http
positive	3	1666366	I love putting mini oreos in a cup of milk and eating it like cereal. #greatday
neutral	3	92298	Between me N you I'm getting money 2
positive	3	1728973	I love kalli!!!
negative	3	1301822	Should have NEVER tweeted that.RT @user rollin with my sony ericson phone from 1997....im ashamed of even having it in my possession X_X
negative	3	441357	It's amazing how one person can fuck your entire mood up and think nothing of it !!! Way to make me door special !!!
positive	3	563466	Cant wait for Femme Fatale! Its still a trending topic! Literally counting down the days till the Hold it against me now msuic video!
neutral	3	2132748	More events to come! ~http 
positive	3	227520	Can't wait to show again this week!!
neutral	3	2155246	Tote bag marketing; books and sneakers via The Domino Project - Not sure if you've seen the auction Nike is ... ~http 
neutral	3	1862978	Canon Clinging to Mirrors Means Opportunity for Sony Cameras - Bloomberg ~http  via @user
negative	3	2494761	SO FUCKING ANNOYED
neutral	3	2255070	It feels like a snow day in September
neutral	3	2070960	September 
negative	3	2871285	you black midget bitch !
neutral	3	3364997	Good Morning! Reminder; Frank Miller Panel at 2:00p in the Indigo Ballroom at the Hilton Bayfront It's gonna be packed.
positive	3	834152	Happy birthday @user ! I adore you :)) have a great day!
negative	3	722200	What is wrong with my Etsy shop.  Can't get in there.
neutral	3	3235293	"@LFC: Liverpool have revealed their brand new adidas third kit for the 2011-12 season. ~http  @user
neutral	3	1596752	Electronics Store: Samsung UN55D6500 55-Inch 1080p 120HZ 3D LED TV (Black) ~http 
neutral	3	1487532	Young Eggheads Will Build/Launch a Rocket via Sony Vaio - mediabistro.com: Age.. ~http 
neutral	3	2597495	S&P cuts rating on Japan's sovereign debt; yen weakens but impact on debt mitigated by high domestic ownership ~http 
neutral	3	1432715	Buy Your Meds Online Today   ~http 
neutral	3	2336437	Yes Wii did..we went all Nintendo this week; BRAND NEW Wii at Larrybay.com happy bidding.  Bid is still under $100 as of this post
positive	3	1422053	It could just be your amazing company. :) just sayin. -Maestro
neutral	3	1775485	Bada bing bada boom mr worldwide as I step in the room
neutral	3	583258	LPGA TOUR LIVE ...: LAS VEGAS HILTON RELEASES ODDS; MAKES TSENG 2011 U... ~http 
neutral	3	1495812	Check out my photo from  Samsung Keith Urban ~http 
neutral	3	2315883	Is there any person in Japan nice enough to share with me the Super Mario Galaxy 2 soundtrack? Nintendo would not send me one in the states.
neutral	3	7538	paka kids vaseline and make the adidas three stripes on their faces #thingsmbochesdo
neutral	3	89561	The @user From Microsoft to Africa; a university built from the ground up ~http  @user
neutral	3	839517	Well; my name is Suzie and Gucci thinks I love him.
negative	3	2417127	just layin in bed watchin tv....BORING
negative	3	1193921	Perez Hilton is possibly the most annoying cunt ever.
positive	3	1840865	For the one who cares it 's 1 -0 for mtl! I love my iphone! #pmcq
neutral	3	228172	Help me uncover a prize in Samsung TV's Like It; Reveal It; Win It Contest. 5 instant winners & 1 Grand Prize a week ~http
neutral	3	1875131	Carphone Warehouse price Samsung Galaxy Tab | Android Community ~http 
neutral	3	444254	will sony sign on -pay this hot LONE RIDER LIVE MUSICIAN =85Bil. TO ROCK THE NATION WITH SONY PRODUCTS RMT
negative	3	949002	I bought Sony MDR-EX300SLB In-Ear Headphones last year. One ear has stopped working! V disappointed with the quality! Which should I buy?
positive	3	190499	Microsoft Office Labs 2019 Vision Montage ~http  When Microsoft is progressive; I giggle inside. 0:41 is PRO for merchandising.
neutral	3	657011	For those in the New Orleans area; @user will be speaking on Tiger Tour this Sunday at Hilton Riverside ~http 
neutral	3	381957	Andrew Mason from #Huntingdon #Valley Country Club shoots 72 in opening round of U.S Amateur ~http  #lower #moreland #golf
neutral	3	176390	I need to take my LITEBRITECOOKIE ass to sleep *yawn*
neutral	3	2303295	big question @user @user I wonder if Google will come out with a doodle for Pakistan Independence Day. There was enough demand g..
neutral	3	252266	I think it's ironic.
neutral	3	478251	WHATS GUCCI MY NIGGA WHAT'S LOUIS MY KILLA!!!!!
neutral	3	741652	I posted 9 photos on Facebook in the album "Looking Glass Corvette Club; and Audi Club of Gaylord Tour" ~http 
neutral	3	40758	#PSN down again. Jus spoke to Sony and they said it will be bk on vry shortly. Last time I heard that fob off was 21st April. 3 weeks later.
neutral	3	2723646	3 cars in our whole complex. Mine; @user; and a big ass truck. Come back to AC!  Dont be #scurred!
positive	3	1241008	todays plan: go play kinect at the microsoft store in park meadows... #lovemyjob
neutral	3	789646	Costco summary description for Droid Bionic says Samsung Media Hub and Android 2.2 ~http  @user @user #Droid
neutral	3	851137	Found the Nike store out here ~http 
negative	3	1327187	The most disgusting person is hitting on me;and asked for my number..um..NO!
neutral	3	406358	Anonymous not off the hook for the Sony PSN attack - ~http  via Logicalx.org #psn #playstation #network #sony #ps3 #anonymous
negative	3	1660371	Stupid Internet connection &gt;.&lt;
negative	3	1353908	Not looking foward to school tomorrow
neutral	3	1664093	Ok; I thought #RHOA was going off; but apparently I missed something. Damn! Thats my ish
neutral	3	2863070	adidas ~http  Adidas tech f/f shorts black 30w ;P
negative	3	917556	I saw a nigga wit a Gucci tote bag; dog dats a fuckin purse. Man da fuck up. D's nigga inspired by homo's ~http 
neutral	3	727072	had bomd dinner
negative	3	411506	Can't sleep.... ;(
neutral	3	843448	Headin to nike 4 shoes and opening ceremonies
neutral	3	849511	Real time & geo marketing by Nike ~http  #cm48 (via @user)
neutral	3	887873	Ask Ring-tone | Free Download PDF: Home · Automotive · Acura · Alfa Romeo · Aston Martin · Audi · Bentley · BMW ... ~http 
neutral	3	81394	Old Syria: Land of Intrigue - ~http
positive	3	763436	MICROSOFT WINS FOR HAVING ICE T AT THE CONFERENCE.  ALL IS FORGIVEN.
neutral	3	2191228	leaving. peace.
neutral	3	1398513	Foot Locker & Nike donnent la leçon ~http  #ladycapricemag #nike #footlocker #commercial
neutral	3	1799161	U Joe on my TL
neutral	3	397013	Xperia Play price slashed once more as Sony cancel PSP Go ~http  sony camera charger
neutral	3	1721011	Of what?? RT @user Chest Tattoo in 2 weeks =D
negative	3	543000	Went to gamestop and the employee there tells me they received posters from b members about another sony hack? Really? So stupid dumb kids
negative	3	1149426	Hungry and upset; not a good combo
neutral	3	3565915	Ordering new Nike glasses (@ Florence Eye Center) ~http 
negative	3	128949	Dave Bing talking abt a bunch of nothing
neutral	3	1006994	So Microsoft got Skype.
positive	3	1463286	So a gorgeous hotel! (@ Palmer House Hilton Hotel w/ 2 others) ~http 
negative	3	1500607	Finding it hard to get sleep right now... :/
neutral	3	2297699	&#34;Conan O'Brien Can't Stop&#34;: Backstage with Coco ~http
negative	3	411709	S/O to shorty downtown in the social service line trynna get tca n foodstamps with remy tracks in her hair n gucci shoes on her feet. #DENY
negative	3	3397758	Nobody likes a primark girl with a gucci attitude..
neutral	3	1882499	Tweet tweet
positive	3	661138	Thanks for the retweet; man! @user
neutral	3	2012983	Stay tuned  Lake Tahoe TVs SportsCentral for news from the NFL and an interview with Sports Illustrated writer Jimmy Traina.
positive	3	515617	Time to have my twenty-first girl get courted by some thirteenth century Highlanders... Damn. I love writing.
positive	3	1815361	I want to wish Samuel Antonio Lucas a very happy 14th birthday! :)
positive	3	2245121	Haaha omg im wachin ridiculousness this shit is hella funny
neutral	3	400239	#DidYouKnow? Hors d’oeuvre literally means “outside the creation.” ~http  @user
neutral	3	2352169	“@SHGames: RT and follow us for a chance to win #CoDXP tickets.  We now have 10 left to give away starting now! - #shgames #MW3”
negative	3	3513187	I hope that silly little whore he's with chokes on her gucci bag the silly little strumpit !!! Looking forward to the day she's broke &gt;=D xx
neutral	3	447017	Kingsley Aikins & Pascal Derrien of Microsoft explain the goals & benefits of the @user Summit on 15th Sep; ~http
negative	3	2352820	I leave twitter 4 a few hours n i come back to hell. i can't bliev Nike contracted Michael Vick... They were not thinking #nike @user
neutral	3	1880409	S/O to @user  #nowfollowing #promo #teammorefollowz #TFB #500ADAY #teamfollowback #teemfollowback #ifollowback #FF
negative	3	1399398	Had purse & phone stolen last week. Need new phone. Thinking 2 change iphone 3GS to a 4 or a Sony Ericsson Xperia X10. Any opinions?
neutral	3	3326001	#np Nasty - Gucci & Future
neutral	3	2371870	;P ericsson accessory ~http  Unlocking Sony Ericsson K800i?
neutral	3	1417618	Thoughts | Kashif Malim ~http  via @user
neutral	3	1191770	I just completed the BUTT BUSTER workout with Nike Training Club. Join the club ~http 
negative	3	3362923	How much does the current incarnation of the PSN store and its OS suck on a scale from 1 to 10? SONY needs to shape up quickly.
neutral	3	593559	Shopping is my exercise.
positive	3	2691689	Loving this weather!
neutral	3	2226656	Here's a shot of the crowd from The Ex last year. Can you find yourself?? ~http 
negative	3	521653	missin him
neutral	3	954162	who likes my bgg?
positive	3	1227016	love my puma socks;Addidas sweatpants; and nike shoes
neutral	3	3336012	Smackdown Steve Jobs says 2011 the year of the copy cats. Names HP; Samsung and Google
positive	3	2628918	Ordered Sony Vegas!:D It's comming Friday!!:D #Excited
positive	3	2101198	YOU KNOW ITS FUN when u can't tell your parents WHAT YOU DID !!! .. Lol I'm so dead #sleep
negative	3	885635	Gave a deposition for a girlfriend today; Ex trying to take away her son. Why do people have to be mean? Praying protection for her family!
neutral	3	3527892	#np Kreayshawn- Gucci Gucci
neutral	3	550125	Lowcountry Music {Trevor Hall}: Trevor Hall a singer; lyricist and guitarist; is originally from Hilton Head; So... ~http 
neutral	3	2422195	Gadget Inspector investigates the case of: The Sony DEV-5 Binoculars ~http 
neutral	3	2376658	Roger Adams FundÂ» Blog Archive Â» Microsoft windows VPS Â The ... ~http 
negative	3	1940232	ARGH! Was sold a counterfeit Nintendo DS game on ebay. Seriously shoddy imitation too. Reported to nintendo and OFT
neutral	3	2062610	From the new CNN.com: Casey Anthony's secret release #cnn ~http 
neutral	3	2186662	So desperate for some football games watchin games from last year
neutral	3	3332160	Diesels account for lofty percentage of Audi A3; Q7 sales in August ~http 
neutral	3	358600	International networking : LMT; Laval Virtual and Enterprise Europe Network organise foreign delegations to Laval Virtual 2011.
neutral	3	1037947	No kids class for rest of Dec. Saturday practice starts at 11:30.
neutral	3	508561	different looks and attitudes but still the same you
positive	3	2610361	well mr sun; it was nice to see you today! welcome back rain cloud; my dear friend..
positive	3	1047129	I love Football. #GOJACKETS #GoodGame!
positive	3	67030	#Spain wins 1-0!!  I knew you could do it!
neutral	3	1654910	Time is running out on your chance to win a Nintendo 3DS. Contest ends this Friday! ~http 
neutral	3	2329789	Camcorder Redefined: Sony Debuts World's First Consumer Interchangeable Lens HD Camcorder ~http
negative	3	2802267	Probably broke my back last night and will probably have no eye left by the end of the day!!! #PAIN !!!!
positive	3	3147233	Mmm mmm the dawgs look so good in their Nike Pro uniforms! Go dawgs! Sic em! #woofwoofwoof
neutral	3	2338127	692 tweet.. special much.
neutral	3	3269433	More shakeups in cycling world.  Radio Shack and Leopard-Trek to merge.  (Like if Apple and Microsoft were to join.) ~http 
neutral	3	1370086	What's wrong with endings? : Living : Vinita Dawra Nangia : TOI Blogs ~http
neutral	3	1457764	Gotta admit; @user; you & @user aren't nearly as cuddly as @user. Can't be surprised @user and @user prefer soft.
neutral	3	299459	guilty pleasure : the song stars are blind by paris hilton #notembarrassed
positive	3	7848	No matter how bad things are;I know there's something bright around the corner
neutral	3	3045034	Fresh on nike shoes: What blush should your alliance hat be_067
neutral	3	3045037	Fresh on nike shoes: How to Wear DC Hats136
neutral	3	2319741	Just wondering....what if we could get Microsoft and Best Buy together? #retail
neutral	3	3312708	#news Microsoft Unveils Office 365: Productivity Heads to the Cloud  #mashable ~http 
neutral	3	1342177	TODAY ONLY @user
neutral	3	49008	♺ @user Microsoft is making IE9 available today; please upgrade by clicking here: ~http
neutral	3	2552271	The magic button — Make Everything OK ~http
positive	3	2363490	Our coach sounds like Kanye West; #WIN!
neutral	3	335210	Enjoy "Bandstand Boogie" with MVNU's Jazz Band in concert Monday; Nov. 29... ~http 
neutral	3	2421570	The white Samsung Galaxy S II hits UK shops on 1 September.
